GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
9	rs34868598	15	59147800	rs431414	2021-09-03	34099189	Blokland GAM	2021-03-23	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/34099189	Sex-Dependent Shared and Nonshared Genetic Architecture Across Mood and Psychotic Disorders.	Schizophrenia	11,361 European ancestry female cases, 18,119 European ancestry female controls, 20,206 European ancestry male cases, 19,375 European ancestry male controls, 686 East Asian ancestry female cases, 1,907 East Asian ancestry female controls, 1,150 East Asian ancestry male cases, 1,476 East Asian ancestry male controls	NA	15q22.1	NR	MINDY2			ENSG00000128923	NA	NA	rs431414-T	rs431414	0	431414	3_prime_UTR_variant	0	0.1927	7E-8	7.15490195998574	(male)	0.1233	[0.078-0.168] unit decrease	NR [NR] (imputed)	N
9	rs34868598	15	59147800	rs431414	2021-09-03	34099189	Blokland GAM	2021-03-23	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/34099189	Sex-Dependent Shared and Nonshared Genetic Architecture Across Mood and Psychotic Disorders.	Schizophrenia	11,361 European ancestry female cases, 18,119 European ancestry female controls, 20,206 European ancestry male cases, 19,375 European ancestry male controls	NA	15q22.1	NR	MINDY2			ENSG00000128923	NA	NA	rs431414-T	rs431414	0	431414	3_prime_UTR_variant	0	0.1844	3E-8	7.52287874528034	(male)	0.1304	[0.084-0.177] unit decrease	NR [NR] (imputed)	N
9	rs34868598	15	59147800	rs431414	2021-09-03	34099189	Blokland GAM	2021-03-23	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/34099189	Sex-Dependent Shared and Nonshared Genetic Architecture Across Mood and Psychotic Disorders.	Schizophrenia x sex interaction	31,567 European ancestry cases, 37,494 European ancestry controls, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	NA	15q22.1	NR	MINDY2			ENSG00000128923	NA	NA	rs431414-T	rs431414	0	431414	3_prime_UTR_variant	0	0.1927	4E-6	5.39794000867204		0.1618	[0.093-0.231] unit increase	NR [NR] (imputed)	N
9	rs34868598	15	59147800	rs431414	2021-09-03	34099189	Blokland GAM	2021-03-23	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/34099189	Sex-Dependent Shared and Nonshared Genetic Architecture Across Mood and Psychotic Disorders.	Schizophrenia x sex interaction	31,567 European ancestry cases, 37,494 European ancestry controls	NA	15q22.1	MINDY2	MINDY2			ENSG00000128923	NA	NA	rs431414-T	rs431414	0	431414	3_prime_UTR_variant	0	0.1844	1E-6	6		0.1745	[0.1-0.25] unit increase	NR [NR] (imputed)	N
9	rs34868598	15	59147800	rs431414	2021-09-03	34099189	Blokland GAM	2021-03-23	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/34099189	Sex-Dependent Shared and Nonshared Genetic Architecture Across Mood and Psychotic Disorders.	Schizophrenia, bipolar disorder or major depressive disorder x sex interaction (3df)	31,567 European ancestry schizophrenia cases,19,924 European ancestry  bipolar disorder cases, 15,970 European ancestry major depressive disorder cases, 93,025 European ancestry controls	NA	15q22.1	MINDY2	MINDY2			ENSG00000128923	NA	NA	rs431414-T	rs431414	0	431414	3_prime_UTR_variant	0	NR	5E-7	6.30102999566398		NA	[NR]	NR [NR] (imputed)	N
9	rs34868598	15	59147800	rs431414	2021-09-03	34099189	Blokland GAM	2021-03-23	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/34099189	Sex-Dependent Shared and Nonshared Genetic Architecture Across Mood and Psychotic Disorders.	Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)	31,567 European ancestry schizophrenia cases,19,924 European ancestry bipolar disorder cases, 5,314 European ancestry recurrent major depressive disorder cases, 78,190 European ancestry controls	NA	15q22.1	NR	MINDY2			ENSG00000128923	NA	NA	rs431414-T	rs431414	0	431414	3_prime_UTR_variant	0	NR	5E-7	6.30102999566398		NA		NR [NR] (imputed)	N
9	rs34868598	15	59155050	rs632811	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Cigarettes smoked per day (MTAG)	up to 403,928 European ancestry individuals	NA	15q22.1	NR	MINDY2 - ZNF444P1	ENSG00000128923	ENSG00000259738		951	2155	rs632811-G	rs632811	0	632811	intron_variant	1	0.33	4E-12	11.397940008672		0.0171946	[0.012-0.022] unit decrease	NR [9732723] (imputed)	N
9	rs34868598	15	59155050	rs632811	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking behaviour (cigarettes smoked per day)	up to 377,334 European ancestry individuals	NA	15q22.1	NR	MINDY2 - ZNF444P1	ENSG00000128923	ENSG00000259738		951	2155	rs632811-G	rs632811	0	632811	intron_variant	1	0.33	2E-10	9.69897000433602		0.017750626	[0.012-0.023] unit decrease	NR [~ 10000000] (imputed)	N
9	rs34868598	15	59174200	rs71407077	2021-09-03	34099189	Blokland GAM	2021-03-23	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/34099189	Sex-Dependent Shared and Nonshared Genetic Architecture Across Mood and Psychotic Disorders.	Schizophrenia	11,361 European ancestry female cases, 18,119 European ancestry female controls, 20,206 European ancestry male cases, 19,375 European ancestry male controls	NA	15q22.1	NR	RNF111, SLTM			ENSG00000157450, ENSG00000137776	NA	NA	rs71407077-C	rs71407077	0	71407077	intron_variant	0	0.7453	2E-9	8.69897000433602	(male)	0.1116	[0.075-0.148] unit increase	NR [NR] (imputed)	N
9	rs34868598	15	59174200	rs71407077	2021-09-03	34099189	Blokland GAM	2021-03-23	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/34099189	Sex-Dependent Shared and Nonshared Genetic Architecture Across Mood and Psychotic Disorders.	Schizophrenia x sex interaction	31,567 European ancestry cases, 37,494 European ancestry controls	NA	15q22.1	NR	RNF111, SLTM			ENSG00000157450, ENSG00000137776	NA	NA	rs71407077-C	rs71407077	0	71407077	intron_variant	0	0.7453	7E-6	5.15490195998574		0.1297	[0.073-0.186] unit decrease	NR [NR] (imputed)	N
9	rs34868598	15	59174539	rs7179456	2011-01-09	21182207	Salyakina D	2010-12-01	Autism Res	www.ncbi.nlm.nih.gov/pubmed/21182207	Variants in several genomic regions associated with asperger disorder.	Asperger disorder	848 individuals from 232 families	NA	15q22.1	RNF111, SLTM	SLTM, RNF111			ENSG00000137776, ENSG00000157450	NA	NA	rs7179456-?	rs7179456	0	7179456	intron_variant	0	0.39	7E-6	5.15490195998574		NA		Illumina [439282] (imputed)	N
9	rs34868598	15	59175228	rs11858989	2021-09-03	34099189	Blokland GAM	2021-03-23	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/34099189	Sex-Dependent Shared and Nonshared Genetic Architecture Across Mood and Psychotic Disorders.	Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)	31,567 European ancestry schizophrenia cases,19,924 European ancestry bipolar disorder cases, 5,314 European ancestry recurrent major depressive disorder cases, 78,190 European ancestry controls	NA	15q22.1	NR	RNF111, SLTM			ENSG00000157450, ENSG00000137776	NA	NA	rs11858989-T	rs11858989	0	11858989	intron_variant	0	NR	5E-6	5.30102999566398		NA		NR [NR] (imputed)	N
9	rs34868598	15	59175228	rs11858989	2021-09-03	34099189	Blokland GAM	2021-03-23	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/34099189	Sex-Dependent Shared and Nonshared Genetic Architecture Across Mood and Psychotic Disorders.	Schizophrenia, bipolar disorder or major depressive disorder x sex interaction (3df)	31,567 European ancestry schizophrenia cases,19,924 European ancestry  bipolar disorder cases, 15,970 European ancestry major depressive disorder cases, 93,025 European ancestry controls	NA	15q22.1	NR	RNF111, SLTM			ENSG00000157450, ENSG00000137776	NA	NA	rs11858989-T	rs11858989	0	11858989	intron_variant	0	NR	1E-6	6		NA		NR [NR] (imputed)	N
9	rs34868598	15	59197669	rs35477914	2021-09-03	34099189	Blokland GAM	2021-03-23	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/34099189	Sex-Dependent Shared and Nonshared Genetic Architecture Across Mood and Psychotic Disorders.	Schizophrenia, bipolar disorder or major depressive disorder x sex interaction (3df)	31,567 European ancestry schizophrenia cases,19,924 European ancestry  bipolar disorder cases, 15,970 European ancestry major depressive disorder cases, 93,025 European ancestry controls, 1,836 East Asian ancestry schizophrenia cases, 3,383 East Asian ancestry controls	NA	15q22.1	NR	RNF111, SLTM			ENSG00000157450, ENSG00000137776	NA	NA	rs35477914-T	rs35477914	0	35477914	intron_variant	0	NR	9E-7	6.04575749056068		NA		NR [NR] (imputed)	N
9	rs34868598	15	59199937	rs17302045	2021-09-03	34099189	Blokland GAM	2021-03-23	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/34099189	Sex-Dependent Shared and Nonshared Genetic Architecture Across Mood and Psychotic Disorders.	Schizophrenia, bipolar disorder or recurrent major depressive disorder x sex interaction (3df)	31,567 European ancestry schizophrenia cases,19,924 European ancestry bipolar disorder cases, 5,314 European ancestry recurrent major depressive disorder cases, 78,190 European ancestry controls, 1,836 East Asian ancestry schizophrenia cases, 3,383 East Asian ancestry controls	NA	15q22.1	NR	SLTM, RNF111			ENSG00000137776, ENSG00000157450	NA	NA	rs17302045-T	rs17302045	0	17302045	intron_variant	0	NR	4E-6	5.39794000867204		NA		NR [NR] (imputed)	N
9	rs34868598	15	59212111	rs3145	2021-09-03	34099189	Blokland GAM	2021-03-23	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/34099189	Sex-Dependent Shared and Nonshared Genetic Architecture Across Mood and Psychotic Disorders.	Schizophrenia	11,361 European ancestry female cases, 18,119 European ancestry female controls, 20,206 European ancestry male cases, 19,375 European ancestry male controls, 686 East Asian ancestry female cases, 1,907 East Asian ancestry female controls, 1,150 East Asian ancestry male cases, 1,476 East Asian ancestry male controls	NA	15q22.1	NR	RNF111, SLTM			ENSG00000157450, ENSG00000137776	NA	NA	rs3145-A	rs3145	0	3145	intron_variant	0	0.7471	4E-10	9.39794000867204	(male)	0.1156	[0.079-0.152] unit increase	NR [NR] (imputed)	N
9	rs34868598	15	59212111	rs3145	2021-09-03	34099189	Blokland GAM	2021-03-23	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/34099189	Sex-Dependent Shared and Nonshared Genetic Architecture Across Mood and Psychotic Disorders.	Schizophrenia x sex interaction	31,567 European ancestry cases, 37,494 European ancestry controls, 1,836 East Asian ancestry cases, 3,383 East Asian ancestry controls	NA	15q22.1	SLTM	RNF111, SLTM			ENSG00000157450, ENSG00000137776	NA	NA	rs3145-A	rs3145	0	3145	intron_variant	0	0.7471	3E-6	5.52287874528034		0.1323	[0.076-0.188] unit decrease	NR [NR] (imputed)	N
9	rs34868598	15	59213026	rs28473013	2021-09-03	34099189	Blokland GAM	2021-03-23	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/34099189	Sex-Dependent Shared and Nonshared Genetic Architecture Across Mood and Psychotic Disorders.	Schizophrenia	11,361 European ancestry female cases, 18,119 European ancestry female controls, 20,206 European ancestry male cases, 19,375 European ancestry male controls	NA	15q22.1	NR	SLTM, RNF111			ENSG00000137776, ENSG00000157450	NA	NA	rs28473013-T	rs28473013	0	28473013	intron_variant	0	0.1842	1E-8	8	(male)	0.1147	[0.075-0.154] unit decrease	NR [NR] (imputed)	N
9	rs34868598	15	59213026	rs28473013	2021-09-03	34099189	Blokland GAM	2021-03-23	Biol Psychiatry	www.ncbi.nlm.nih.gov/pubmed/34099189	Sex-Dependent Shared and Nonshared Genetic Architecture Across Mood and Psychotic Disorders.	Schizophrenia	11,361 European ancestry female cases, 18,119 European ancestry female controls, 20,206 European ancestry male cases, 19,375 European ancestry male controls, 686 East Asian ancestry female cases, 1,907 East Asian ancestry female controls, 1,150 East Asian ancestry male cases, 1,476 East Asian ancestry male controls	NA	15q22.1	SLTM	SLTM, RNF111			ENSG00000137776, ENSG00000157450	NA	NA	rs28473013-T	rs28473013	0	28473013	intron_variant	0	0.2041	2E-8	7.69897000433602	(male)	0.1082	[0.071-0.146] unit decrease	NR [NR] (imputed)	N
9	rs34868598	15	59293605	rs1665050	2015-11-11	25865352	Schaarschmidt H	2015-04-10	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/25865352	A genome-wide association study reveals 2 new susceptibility loci for atopic dermatitis.	Atopic dermatitis	870 European ancestry cases, 5,293 European ancestry controls	1,383  European ancestry cases, 1,728 European ancestry controls	15q22.2	RNF111	RNF111			ENSG00000157450	NA	NA	rs1665050-A	rs1665050	0	1665050	intron_variant	0	0.252	1E-7	7		1.25	[NR]	Affymetrix [1623390] (imputed)	N
9	rs34868598	15	59428658	rs4218	2014-04-01	24047820	St Pourcain B	2013-09-18	Mol Autism	www.ncbi.nlm.nih.gov/pubmed/24047820	Common variation contributes to the genetic architecture of social communication traits.	Social communication problems	5,584 European ancestry children	1,364 European ancestry children	15q22.2	RNF111, MYO1E	MYO1E			ENSG00000157483	NA	NA	rs4218-G	rs4218	0	4218	3_prime_UTR_variant	0	0.29	1E-7	7		0.1	[0.063-0.137] unit increase	Illumina [~ 2500000] (imputed)	N
9	rs34868598	15	59431762	rs12900331	2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	15q22.2		MYO1E			ENSG00000157483	NA	NA	rs12900331-T	rs12900331	0	12900331	intron_variant	0	0.642	2E-6	5.69897000433602		0.96262	[0.95-0.98]	Affymetrix [7585078] (imputed)	N
11	rs35484580	19	29787769	rs73530333	2021-02-03	32603185	Ibi D	2020-06-30	Circ Genom Precis Med	www.ncbi.nlm.nih.gov/pubmed/32603185	Genome-wide Association Study of the Postprandial Triglyceride Response Yields Common Genetic Variation in Hepatic Lipase (LIPC).	Postprandial triglyceride response	5,630 individuals	NA	19q12	CTC-525D6.1	VSTM2B-DT			ENSG00000264515	NA	NA	rs73530333-T	rs73530333	0	73530333	non_coding_transcript_exon_variant	0	0.12	3E-6	5.52287874528034		0.14	[0.081-0.199] unit increase	Illumina [NR] (imputed)	N
