GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000164181	5	60047618	60140216	78	6	28048	-0.74954	0.77323	ELOVL7
ENSG00000049167	5	60169658	60240900	33	2	28071	-0.071482	0.52849	ERCC8
ENSG00000164182	5	60240956	60448853	81	3	28073	-0.75529	0.77496	NDUFAF2
ENSG00000188725	5	60453536	60458301	2	1	28074	-1.213	0.88744	SMIM15
ENSG00000130449	5	60628100	60841997	83	4	28156	1.1041	0.13477	ZSWIM6
ENSG00000178722	5	60933535	61047590	133	13	27962	0.54234	0.29379	C5orf64
ENSG00000068796	5	61601989	61833076	186	11	28065	0.60751	0.27176	KIF2A
ENSG00000086189	5	61683081	61699766	28	5	27937	0.39824	0.34523	DIMT1
ENSG00000086200	5	61699799	61924409	173	8	28053	0.6837	0.24708	IPO11
ENSG00000164197	5	63461671	63668696	149	7	28099	0.7405	0.2295	RNF180
ENSG00000186479	5	63802084	63908139	31	8	27993	-1.0193	0.84597	RGS7BP
ENSG00000145642	5	63986135	64013917	2	1	27550	1.1183	0.13172	FAM159B
ENSG00000153006	5	64013971	64064512	12	1	28056	0.10751	0.45719	SREK1IP1
ENSG00000153015	5	64064757	64314590	244	8	28067	-0.88011	0.8106	CWC27
ENSG00000049192	5	64444563	64777747	282	21	28008	-0.93367	0.82476	ADAMTS6
ENSG00000123219	5	64813593	64858998	88	7	27952	-1.4504	0.92653	CENPK
ENSG00000113593	5	64859063	64883376	40	4	28155	-1.2281	0.8903	PPWD1
ENSG00000113595	5	64885507	64921802	65	5	28143	-1.2236	0.88944	TRIM23
ENSG00000113597	5	64920543	64962060	67	4	28117	-1.5795	0.94289	TRAPPC13
ENSG00000253251	5	64920592	64926718	9	2	28072	-1.5065	0.93403	CTC-534A2.2
ENSG00000197860	5	64961755	65018862	29	5	27783	-1.8774	0.96977	SGTB
ENSG00000123213	5	65018023	65167553	218	18	27956	-0.42027	0.66286	NLN
ENSG00000112851	5	65222303	65378377	51	2	27932	0.45613	0.32415	ERBB2IP
ENSG00000153914	5	65435799	65479443	21	3	28048	0.3294	0.37093	SREK1
ENSG00000069020	5	65892176	66465423	380	35	27935	-0.12499	0.54973	MAST4
ENSG00000145675	5	67511548	67597649	42	6	27955	0.86693	0.19299	PIK3R1
ENSG00000145740	5	68389473	68426896	29	4	28028	-0.41233	0.65995	SLC30A5
ENSG00000134057	5	68462837	68474072	12	1	28133	0.44213	0.3292	CCNB1
ENSG00000153044	5	68485375	68506184	9	2	28163	0.37807	0.35269	CENPH
ENSG00000134056	5	68513587	68525956	11	1	28178	0.40104	0.34419	MRPS36
ENSG00000134058	5	68530668	68573250	42	4	28157	-0.59472	0.72398	CDK7
ENSG00000183323	5	68576002	68628636	14	2	28017	-0.43338	0.66763	CCDC125
ENSG00000085231	5	68646811	68665840	11	2	28094	-0.49803	0.69077	TAF9
ENSG00000152942	5	68665120	68710628	37	4	28065	-1.0135	0.84459	RAD17
ENSG00000152939	5	68710939	68740157	24	2	28135	-1.573	0.94214	MARVELD2
ENSG00000145734	5	70751442	70863649	42	3	28152	1.9261	0.027045	BDP1
ENSG00000131844	5	70883115	70954531	22	2	27866	0.69542	0.2434	MCCC2
ENSG00000131711	5	71403061	71505395	51	13	27917	-0.46912	0.68051	MAP1B
ENSG00000113048	5	71515236	71616473	20	3	28039	0.54113	0.29421	MRPS27
ENSG00000049883	5	71616194	71656052	3	1	28000	0.56641	0.28556	PTCD2
ENSG00000178175	5	71738479	71803554	40	2	27996	2.0486	0.020252	ZNF366
ENSG00000083312	5	72112139	72212560	95	8	28076	0.48661	0.31327	TNPO1
ENSG00000157107	5	72251808	72386349	104	6	28153	0.88669	0.18762	FCHO2
ENSG00000157111	5	72416119	72427644	1	1	28188	0.61573	0.26904	TMEM171
ENSG00000145741	5	72794233	72801460	9	1	27874	-1.6886	0.95435	BTF3
ENSG00000164331	5	72848160	72861511	20	3	27964	-0.25423	0.60034	ANKRA2
ENSG00000164338	5	72861268	72877794	22	2	28115	-0.2567	0.6013	UTP15
ENSG00000268217	5	72894203	72896845	2	1	28046	-0.63583	0.73756	AC008387.1
ENSG00000214944	5	72921983	73237818	174	26	27972	-0.19748	0.57827	ARHGEF28
ENSG00000171617	5	73923234	73937249	4	1	27955	-0.05548	0.52212	ENC1
ENSG00000049860	5	73935848	74018472	30	5	27903	-1.4877	0.93158	HEXB
ENSG00000164347	5	74017029	74063196	18	2	28147	-1.3517	0.91177	GFM2
ENSG00000164346	5	74062817	74072737	3	1	28178	-0.86394	0.80619	NSA2
ENSG00000198780	5	74073399	74162776	59	2	28155	-0.55782	0.71152	FAM169A
ENSG00000176928	5	74323289	74326724	4	1	28185	-0.6204	0.7325	GCNT4
ENSG00000145700	5	74364100	74532703	222	9	28146	1.5969	0.055144	ANKRD31
ENSG00000113161	5	74632154	74657929	13	2	28154	0.51677	0.30266	HMGCR
ENSG00000113163	5	74664311	74807963	108	8	28077	0.70655	0.23992	COL4A3BP
ENSG00000122008	5	74807581	74896969	55	6	28003	0.64333	0.26001	POLK
ENSG00000189045	5	74907284	74967671	56	6	27843	0.3993	0.34484	ANKDD1B
ENSG00000152359	5	74969949	75013313	80	7	28083	-0.87116	0.80817	POC5
ENSG00000122012	5	75378997	75649764	224	24	27936	-0.61442	0.73053	SV2C
ENSG00000145703	5	75699074	76003957	208	24	28036	2.1696	0.01502	IQGAP2
ENSG00000164220	5	75911307	75919259	5	2	27808	-1.1094	0.86637	F2RL2
ENSG00000181104	5	76011868	76031606	3	1	27075	-0.98585	0.8379	F2R
ENSG00000164251	5	76114758	76131140	11	1	27954	0.34966	0.3633	F2RL1
ENSG00000171643	5	76145826	76217475	12	2	27590	0.78904	0.21504	S100Z
ENSG00000145708	5	76248538	76276983	16	2	27951	-0.14186	0.55641	CRHBP
ENSG00000164252	5	76325076	76361059	10	2	27964	0.61198	0.27028	AGGF1
ENSG00000132846	5	76367897	76383148	6	2	27441	1.3512	0.088317	ZBED3
ENSG00000113231	5	76506274	76725632	110	13	27879	0.88953	0.18686	PDE8B
ENSG00000164253	5	76721795	76916436	255	13	27997	0.65212	0.25716	WDR41
ENSG00000171540	5	76924538	76935513	11	1	28061	0.23178	0.40835	OTP
ENSG00000171530	5	76986991	77164604	249	18	27970	0.80992	0.20899	TBCA
ENSG00000132842	5	77296349	77590579	241	14	28034	-0.09621	0.53832	AP3B1
ENSG00000085365	5	77656339	77776562	183	10	28135	2.1427	0.01607	SCAMP1
ENSG00000145685	5	77781038	78065844	134	12	27893	2.111	0.017388	LHFPL2
ENSG00000113273	5	78073032	78281910	138	20	27909	-0.22549	0.5892	ARSB
ENSG00000132837	5	78293438	78531861	248	16	28062	-0.26023	0.60266	DMGDH
ENSG00000132840	5	78365540	78385289	24	3	28052	-0.17014	0.56755	BHMT2
ENSG00000145692	5	78407602	78428108	14	3	28084	-0.65501	0.74377	BHMT
ENSG00000152409	5	78532012	78623038	63	4	28115	-0.27766	0.60936	JMY
ENSG00000152413	5	78668459	78810040	78	8	28016	1.0573	0.14518	HOMER1
ENSG00000164329	5	78907943	78982471	89	4	28151	-2.3512	0.99064	PAPD4
ENSG00000164309	5	78985700	79096063	33	12	27957	-0.39117	0.65216	CMYA5
ENSG00000113296	5	79287134	79379110	26	3	28037	-0.41295	0.66018	THBS4
ENSG00000164300	5	79407050	79551898	38	5	27843	0.75376	0.2255	SERINC5
ENSG00000164299	5	79615444	79617661	1	1	27249	-0.22443	0.58879	SPZ1
ENSG00000039319	5	79703832	79775169	64	1	28161	0.010844	0.49567	ZFYVE16
ENSG00000152380	5	79783788	79838382	12	2	28078	-0.64848	0.74166	FAM151B
ENSG00000189127	5	79852574	79866307	3	2	27649	-0.36109	0.64098	ANKRD34B
ENSG00000228716	5	79922047	79950802	6	2	28135	-1.2121	0.88725	DHFR
ENSG00000113318	5	79950467	80172279	164	10	28007	-0.73571	0.76905	MSH3
ENSG00000113319	5	80256491	80525975	85	19	27779	0.047683	0.48098	RASGRF2
ENSG00000131730	5	80529104	80562216	15	3	27929	0.84443	0.19921	CKMT2
ENSG00000131732	5	80597409	80609116	4	1	27633	0.85883	0.19522	ZCCHC9
ENSG00000172497	5	80625824	80689998	33	5	27807	1.2827	0.099802	ACOT12
ENSG00000145687	5	80708840	81047616	233	17	28014	0.25843	0.39804	SSBP2
ENSG00000152348	5	81267844	81572676	49	3	28064	1.4774	0.069782	ATG10
ENSG00000186468	5	81569177	81574396	5	1	28084	1.3115	0.094853	RPS23
ENSG00000205464	5	81575281	81682796	65	2	28015	1.5466	0.060974	ATP6AP1L
ENSG00000174695	5	82348665	82373682	32	3	28103	-0.96632	0.83306	TMEM167A
ENSG00000152422	5	82373317	82649606	289	9	28085	-0.38127	0.6485	XRCC4
ENSG00000038427	5	82767284	82878122	41	10	27764	-0.93817	0.82592	VCAN
ENSG00000145681	5	82933624	83017432	65	9	27786	-0.65695	0.74439	HAPLN1
ENSG00000164176	5	83236373	83680611	298	27	27978	-0.075305	0.53001	EDIL3
ENSG00000127184	5	85913721	85916779	1	1	28121	0.76117	0.22328	COX7C
ENSG00000233828	5	86512423	86534822	2	1	27900	1	0.15865	AC008394.1
ENSG00000145715	5	86563705	86687748	24	2	27824	1.0182	0.1543	RASA1
ENSG00000134480	5	86687311	86708836	1	1	27436	0.24036	0.40503	CCNH
ENSG00000164180	5	87485450	87565293	36	4	28099	0.81488	0.20757	TMEM161B
ENSG00000081189	5	88013975	88199922	85	6	28003	1.3071	0.09559	MEF2C
ENSG00000153140	5	89688078	89705603	1	1	28005	-0.22276	0.58814	CETN3
ENSG00000176055	5	89754020	89770585	6	2	27997	-1.0712	0.85795	MBLAC2
ENSG00000113356	5	89767565	89810370	21	3	27848	-1.0247	0.84726	POLR3G
ENSG00000176018	5	89811428	89825401	20	3	28169	-1.3321	0.90859	LYSMD3
ENSG00000164199	5	89825161	90460038	482	32	27891	-1.0233	0.84691	GPR98
ENSG00000113369	5	90664541	90679176	3	1	27953	0.1619	0.43569	ARRDC3
ENSG00000113391	5	92953775	93447404	77	7	27969	1.2287	0.10959	FAM172A
ENSG00000185261	5	93488671	93954309	168	22	27888	1.3996	0.080818	KIAA0825
ENSG00000133302	5	93954052	94075141	99	2	28072	0.21667	0.41423	ANKRD32
ENSG00000175471	5	94039446	94620279	289	31	27912	0.6429	0.26014	MCTP1
ENSG00000153347	5	94727048	94786158	59	8	27900	0.31834	0.37511	FAM81B
ENSG00000198677	5	94799599	94890711	71	3	28067	0.31406	0.37674	TTC37
ENSG00000164291	5	94890778	94940768	25	2	28025	0.2555	0.39917	ARSK
ENSG00000175449	5	94982458	95020477	31	3	27974	0.7787	0.21808	RFESD
ENSG00000145757	5	94987885	95034415	66	4	28095	0.93072	0.176	SPATA9
ENSG00000164292	5	95049226	95160087	40	7	27906	0.20685	0.41806	RHOBTB3
ENSG00000173221	5	95087023	95158709	30	5	27883	0.084692	0.46625	GLRX
ENSG00000118985	5	95220802	95297775	79	2	28123	-0.4322	0.6672	ELL2
ENSG00000175426	5	95726119	95769847	30	5	27942	1.6584	0.048616	PCSK1
ENSG00000153113	5	95860971	96115299	229	28	27920	1.0012	0.15837	CAST
ENSG00000164307	5	96096521	96143803	74	5	27987	0.48812	0.31273	ERAP1
ENSG00000247121	5	96149731	96271513	192	8	27978	0.77016	0.2206	CTD-2260A17.2
ENSG00000164308	5	96211643	96255420	117	4	28044	0.89473	0.18547	ERAP2
ENSG00000113441	5	96271098	96373219	101	5	28123	0.31376	0.37685	LNPEP
ENSG00000251606	5	96424779	96519354	50	8	28009	-0.93364	0.82475	CTD-2215E18.1
ENSG00000145721	5	96427574	96478576	12	2	27917	-0.21095	0.58354	LIX1
ENSG00000058729	5	96496571	96518964	17	3	28169	-0.19783	0.57841	RIOK2
ENSG00000174136	5	98104354	98134347	14	2	28013	-0.45723	0.67625	RGMB
ENSG00000153922	5	98190908	98262240	1	1	27925	-0.47603	0.68297	CHD1
ENSG00000174132	5	99871009	99922445	26	2	28168	-0.53588	0.70398	FAM174A
ENSG00000113532	5	100142639	100238970	85	4	28110	0.017662	0.49295	ST8SIA4
ENSG00000173930	5	101569690	101632253	89	7	27769	0.0041679	0.49834	SLCO4C1
ENSG00000268424	5	101569696	101571279	2	1	28090	0.46537	0.32083	AC008948.1
ENSG00000205359	5	101707486	101834720	211	4	28155	-0.019051	0.5076	SLCO6A1
ENSG00000145730	5	102089685	102366809	218	12	28016	0.94529	0.17226	PAM
ENSG00000145723	5	102421704	102455855	47	1	28152	1.5304	0.06296	GIN1
ENSG00000145725	5	102455853	102548500	41	1	28067	1.5876	0.056188	PPIP5K2
ENSG00000181751	5	102594403	102614361	23	1	28156	1.9602	0.024985	C5orf30
ENSG00000112874	5	102884556	102898494	11	1	27974	-1.0531	0.85385	NUDT12
ENSG00000184349	5	106712590	107006596	90	14	27985	-0.6213	0.7328	EFNA5
ENSG00000145743	5	107194736	107717799	503	27	27977	0.60829	0.2715	FBXL17
ENSG00000151422	5	108083523	108532542	354	12	28065	-0.21693	0.58587	FER
ENSG00000198961	5	108670410	108745695	6	1	27996	-1.5097	0.93444	PJA2
ENSG00000112893	5	109025067	109205326	77	4	28090	0.11005	0.45619	MAN2A1
ENSG00000186952	5	109624934	110074657	344	15	27959	0.59401	0.27625	TMEM232
ENSG00000164209	5	110073837	110100857	16	2	28021	1.1224	0.13085	SLC25A46
ENSG00000145777	5	110405760	110413722	6	2	28049	1.1097	0.13357	TSLP
ENSG00000134987	5	110427414	110466200	57	6	27996	0.61727	0.26853	WDR36
ENSG00000152495	5	110559351	110830584	115	16	27847	-1.187	0.88239	CAMK4
ENSG00000134986	5	110998318	111333161	222	15	27871	-0.27382	0.60789	NREP
ENSG00000129595	5	111478138	111755013	195	20	27739	-0.53817	0.70477	EPB41L4A
ENSG00000134982	5	112043195	112181936	113	8	28115	0.58375	0.27969	APC
ENSG00000258864	5	112162910	112203279	60	5	28090	0.692	0.24447	CTC-554D6.1
ENSG00000272869	5	112196885	112228776	60	5	28018	0.37648	0.35328	CTC-487M23.8
ENSG00000153037	5	112196919	112205485	23	3	27976	0.50163	0.30797	SRP19
ENSG00000129625	5	112212084	112258236	72	5	28048	0.5261	0.29941	REEP5
ENSG00000212643	5	112227313	112228791	5	2	28089	0.11694	0.45345	ZRSR1
ENSG00000172795	5	112312399	112356667	37	4	27947	-0.044472	0.51774	DCP2
ENSG00000171444	5	112357796	112824527	777	31	28097	0.046294	0.48154	MCC
ENSG00000212122	5	112768251	112770728	7	2	28166	0.62291	0.26667	TSSK1B
ENSG00000047188	5	112849380	112930982	123	6	28040	0.47538	0.31726	YTHDC2
ENSG00000080709	5	113696642	113832337	58	6	27919	0.50319	0.30742	KCNN2
ENSG00000152503	5	114460459	114516243	9	3	28036	-1.3548	0.91225	TRIM36
ENSG00000164219	5	114546527	114598569	7	1	28131	-0.52614	0.7006	PGGT1B
ENSG00000164221	5	114602885	114632528	9	1	27658	-1.0603	0.85549	CCDC112
ENSG00000251201	5	114914339	114961858	21	3	28007	0.48628	0.31338	TMED7-TICAM2
ENSG00000243414	5	114914339	114961876	21	3	28007	0.48628	0.31338	TICAM2
ENSG00000134970	5	114949205	114968689	14	2	27901	0.01568	0.49374	TMED7
ENSG00000145782	5	115163893	115177555	10	1	27815	0.39239	0.34739	ATG12
ENSG00000177879	5	115177178	115249778	9	2	27617	0.0016502	0.49934	AP3S1
ENSG00000172901	5	115298151	115363316	47	9	27870	-0.63878	0.73852	AQPEP
ENSG00000268714	5	115358088	115394625	41	6	27840	0.5814	0.28049	CTD-2287O16.3
ENSG00000268223	5	115387163	115395815	7	1	28095	1.6337	0.051165	ARL14EPL
ENSG00000145781	5	115420688	115748459	514	16	28065	0.47571	0.31714	COMMD10
ENSG00000092421	5	115779312	115910630	28	7	27773	1.6661	0.047844	SEMA6A
ENSG00000169570	5	118173017	118324240	18	2	27938	-0.23051	0.59115	DTWD2
ENSG00000172869	5	118373467	118584833	11	1	28096	0.22386	0.41143	DMXL1
ENSG00000145779	5	118604387	118735383	33	4	27547	-0.96009	0.83149	TNFAIP8
ENSG00000133835	5	118788138	118972894	191	14	27968	0.58401	0.27961	HSD17B4
ENSG00000164334	5	118965254	118971517	1	1	27898	0.48619	0.31341	FAM170A
ENSG00000184838	5	119799973	120023027	107	9	27999	-0.15984	0.5635	PRR16
ENSG00000151304	5	121297656	121411265	114	2	28157	1.0022	0.15811	SRFBP1
ENSG00000113083	5	121398890	121413980	6	1	28131	1.3524	0.088125	LOX
ENSG00000164185	5	121465208	121515312	1	1	27953	-0.24701	0.59755	ZNF474
ENSG00000064692	5	121647049	121799914	96	7	27962	0.45853	0.32329	SNCAIP
ENSG00000205302	5	122110691	122165803	75	6	28056	-0.070224	0.52799	SNX2
ENSG00000064652	5	122179134	122365049	91	9	28036	-0.082434	0.53285	SNX24
ENSG00000168938	5	122358945	122372436	11	3	27906	-0.47711	0.68336	PPIC
ENSG00000061455	5	122424816	122529960	40	2	27973	0.28953	0.38609	PRDM6
ENSG00000168944	5	122680579	122759286	94	5	28077	-1.158	0.87657	CEP120
ENSG00000151292	5	122847793	122952739	68	7	28005	-0.55761	0.71145	CSNK1G3
ENSG00000168916	5	123972608	124084500	46	7	27865	0.62872	0.26477	ZNF608
ENSG00000155324	5	125695824	125832186	42	9	27737	-0.91206	0.81913	GRAMD3
ENSG00000164904	5	125877533	125931110	10	1	28014	-0.073698	0.52937	ALDH7A1
ENSG00000164902	5	125935960	125962944	32	3	28022	-0.73832	0.76984	PHAX
ENSG00000196900	5	125967414	125971979	5	1	28170	-1.1568	0.87633	C5orf48
ENSG00000113368	5	126112315	126172712	32	4	27893	0.31799	0.37524	LMNB1
ENSG00000173926	5	126203406	126366500	246	5	28146	1.325	0.092586	MARCH3
ENSG00000164241	5	126378250	126409184	34	2	27861	1.3082	0.095403	C5orf63
ENSG00000145794	5	126626523	126801429	199	12	28053	-0.078835	0.53142	MEGF10
ENSG00000164244	5	126853301	126890781	16	2	27918	-0.018501	0.50738	PRRC1
ENSG00000205279	5	126984736	126994322	7	3	28018	-0.26338	0.60387	CTXN3
ENSG00000064651	5	127419458	127525380	74	4	28071	-1.8202	0.96564	SLC12A2
ENSG00000138829	5	127593601	127994878	289	14	28007	-0.66617	0.74735	FBN2
ENSG00000113396	5	127873706	128369335	831	26	28020	1.4307	0.076252	SLC27A6
ENSG00000066583	5	128430444	128449721	6	2	28122	-1.846	0.96755	ISOC1
ENSG00000145808	5	128795958	129074376	194	10	28096	0.24256	0.40417	ADAMTS19
ENSG00000186367	5	129083772	129102425	3	1	28042	1.3175	0.093836	KIAA1024L
ENSG00000198108	5	129240165	129522327	180	8	28098	-2.3111	0.98959	CHSY3
ENSG00000169567	5	130494720	130507428	7	1	28009	-0.73106	0.76763	HINT1
ENSG00000186687	5	130506503	130541119	30	1	28044	-0.39605	0.65397	LYRM7
ENSG00000158985	5	130581186	130734140	54	2	28115	0.47845	0.31616	CDC42SE2
ENSG00000158987	5	130759614	130970929	77	2	28054	0.60745	0.27178	RAPGEF6
ENSG00000273217	5	130761584	131132676	124	3	28061	0.69167	0.24457	CTC-432M15.3
ENSG00000217128	5	130977407	131132710	46	2	28072	0.81073	0.20876	FNIP1
ENSG00000164398	5	131142683	131347936	97	4	28017	0.74606	0.22782	ACSL6
ENSG00000164399	5	131396222	131398897	2	1	27226	0.20155	0.42014	IL3
ENSG00000164400	5	131409483	131411859	1	1	28177	-0.22553	0.58922	CSF2
ENSG00000072682	5	131527531	131631008	123	15	27983	-1.1638	0.87775	P4HA2
ENSG00000131435	5	131593364	131609147	20	3	28064	-0.82466	0.79522	PDLIM4
ENSG00000197208	5	131630136	131679899	78	6	28157	-0.4769	0.68328	SLC22A4
ENSG00000197375	5	131705444	131731306	48	5	28138	-0.16466	0.56539	SLC22A5
ENSG00000197536	5	131746328	131811736	104	9	27998	0.28336	0.38845	C5orf56
ENSG00000125347	5	131817301	131826490	24	1	28144	-0.57088	0.71596	IRF1
ENSG00000113525	5	131877136	131892530	5	1	28098	-1.3176	0.90619	IL5
ENSG00000113522	5	131891711	131980313	28	1	28150	-1.1424	0.87336	RAD50
ENSG00000169194	5	131991955	131996802	4	1	28188	-0.48137	0.68487	IL13
ENSG00000113520	5	132009678	132018368	9	1	27892	0.19737	0.42177	IL4
ENSG00000131437	5	132028320	132073330	35	3	28054	0.79621	0.21296	KIF3A
ENSG00000205089	5	132083137	132089856	1	1	27950	0.65068	0.25763	CCNI2
ENSG00000164402	5	132086509	132142933	13	3	28036	0.22679	0.41029	SEPT8
ENSG00000198944	5	132149033	132152488	2	1	27902	-0.91677	0.82037	SOWAHA
ENSG00000164403	5	132157833	132166590	3	1	27851	-0.6132	0.73013	SHROOM1
ENSG00000164404	5	132196873	132202576	10	3	28091	-0.47933	0.68415	GDF9
ENSG00000164405	5	132202252	132203723	1	1	28135	0.65774	0.25535	UQCRQ
ENSG00000164406	5	132208014	132210738	5	2	28174	0.43378	0.33222	LEAP2
ENSG00000072364	5	132211071	132299326	92	5	28117	-0.75312	0.77431	AFF4
ENSG00000155329	5	132332677	132362296	24	1	28107	-1.9952	0.97699	ZCCHC10
ENSG00000170606	5	132387654	132442141	20	1	28100	-1.5518	0.93964	HSPA4
ENSG00000053108	5	132532147	132948255	244	37	27911	-0.15252	0.56061	FSTL4
ENSG00000213585	5	133307606	133340824	7	2	28171	1.9139	0.027816	VDAC1
ENSG00000081059	5	133450402	133487556	32	3	28070	0.91725	0.17951	TCF7
ENSG00000113558	5	133484633	133512729	20	2	28037	0.84242	0.19978	SKP1
ENSG00000272772	5	133502861	133561762	82	4	28094	1.3648	0.086153	CTD-2410N18.5
ENSG00000113575	5	133530025	133561833	52	3	28139	1.3926	0.08187	PPP2CA
ENSG00000006837	5	133541305	133706738	159	4	28154	0.65743	0.25545	CDKL3
ENSG00000119048	5	133706870	133727683	15	1	28171	0.23418	0.40742	UBE2B
ENSG00000237190	5	133737778	133747589	2	1	28156	0.11009	0.45617	CDKN2AIPNL
ENSG00000043143	5	133860003	133918918	49	8	27798	-2.1053	0.98237	JADE2
ENSG00000152700	5	133936834	133984961	8	2	28141	-0.46646	0.67956	SAR1B
ENSG00000113615	5	133984479	134063513	14	3	28011	-2.7546	0.99706	SEC24A
ENSG00000145833	5	134094469	134190823	23	4	28160	-1.2381	0.89215	DDX46
ENSG00000181904	5	134181370	134195427	3	1	28177	-1.4394	0.92498	C5orf24
ENSG00000113621	5	134209493	134237215	3	1	27772	0.41209	0.34014	TXNDC15
ENSG00000132570	5	134240596	134343649	32	7	27996	-0.034098	0.5136	PCBD2
ENSG00000152705	5	134303596	134347392	18	5	27950	-0.6175	0.73155	CATSPER3
ENSG00000069011	5	134363425	134370503	2	1	27581	0.69439	0.24372	PITX1
ENSG00000224186	5	134368970	134691744	99	17	27940	0.96973	0.16609	C5orf66
ENSG00000113648	5	134669590	134735604	13	1	28089	0.32048	0.3743	H2AFY
ENSG00000251380	5	134779905	134783038	7	2	28015	0.069965	0.47211	C5orf20
ENSG00000255833	5	134779908	134788089	12	2	27974	0.047001	0.48126	TIFAB
ENSG00000145832	5	135170338	135224326	1	1	27914	1.1842	0.11817	SLC25A48
ENSG00000145826	5	135257968	135290723	31	4	28070	1.3969	0.081228	LECT2
ENSG00000120708	5	135364584	135399507	51	6	27864	0.22809	0.40979	TGFBI
ENSG00000113658	5	135468534	135524435	72	1	28134	-0.89545	0.81473	SMAD5
ENSG00000069018	5	135548999	135732730	176	14	28112	0.5394	0.29481	TRPC7
ENSG00000152377	5	136310987	136934068	558	38	27861	0.28964	0.38605	SPOCK1
ENSG00000146021	5	136953189	137071779	49	3	28022	-0.4736	0.68211	KLHL3
ENSG00000120729	5	137203480	137223540	1	1	27739	1.5233	0.063839	MYOT
ENSG00000078795	5	137223657	137278436	10	1	28088	2.3252	0.010032	PKD2L2
ENSG00000031003	5	137273649	137387650	14	1	28115	2.3761	0.008748	FAM13B
ENSG00000061492	5	137419581	137428054	5	1	27979	2.2172	0.013306	WNT8A
ENSG00000112981	5	137450866	137475132	11	1	27126	1.928	0.026926	NME5
ENSG00000112983	5	137475455	137514675	4	1	27477	1.6656	0.047895	BRD8
ENSG00000146013	5	137588068	137610360	4	1	27809	0.77237	0.21995	GFRA3
ENSG00000158402	5	137620954	137674044	32	2	28070	0.52096	0.3012	CDC25C
ENSG00000120709	5	137667624	137685416	14	2	28137	1.1611	0.1228	FAM53C
ENSG00000120733	5	137688285	137772717	67	4	28152	1.2893	0.098647	KDM3B
ENSG00000132563	5	137774706	137782658	13	2	27833	0.49826	0.30915	REEP2
ENSG00000120705	5	137841784	137878989	7	1	27929	1.2076	0.1136	ETF1
ENSG00000113013	5	137890571	137911133	11	1	28031	1.2894	0.098628	HSPA9
ENSG00000044115	5	137946656	138270723	163	3	28134	0.10405	0.45857	CTNNA1
ENSG00000146006	5	138204612	138211057	2	1	28178	0.37862	0.35249	LRRTM2
ENSG00000120725	5	138282409	138629246	150	5	28057	0.21266	0.4158	SIL1
ENSG00000015479	5	138609441	138667360	20	2	28166	-2.0859	0.98151	MATR3
ENSG00000120727	5	138677276	138705406	6	1	28147	-0.48641	0.68666	PAIP2
ENSG00000170482	5	138702885	138720242	5	2	27959	0.74825	0.22715	SLC23A1
ENSG00000170476	5	138723169	138725770	1	1	27915	-0.62887	0.73528	MZB1
ENSG00000170469	5	138732252	138739777	2	1	28108	0.52522	0.29972	SPATA24
ENSG00000170464	5	138744279	138780180	1	1	27980	1.4499	0.073548	DNAJC18
ENSG00000131508	5	138906016	139008018	52	3	28122	1.4541	0.072956	UBE2D2
ENSG00000171604	5	139026884	139063467	20	2	28008	0.21357	0.41544	CXXC5
ENSG00000146005	5	139175406	139224051	21	1	27787	-1.0204	0.84623	PSD2
ENSG00000158458	5	139226364	139422884	125	11	28018	-1.0905	0.86226	NRG2
ENSG00000120306	5	139554227	139661637	110	5	28146	1.3996	0.080812	CYSTM1
ENSG00000113068	5	139624624	139682706	44	4	28059	0.37151	0.35513	PFDN1
ENSG00000113070	5	139712428	139726216	5	2	27931	-0.37909	0.64769	HBEGF
ENSG00000113073	5	139739787	139754728	2	1	28027	-0.72069	0.76445	SLC4A9
ENSG00000131503	5	139781399	139929163	27	3	28125	-2.2216	0.98684	ANKHD1
ENSG00000254996	5	139781493	139929154	27	3	28125	-2.2216	0.98684	ANKHD1-EIF4EBP3
ENSG00000213523	5	139916925	139937895	13	3	28114	-2.0205	0.97833	SRA1
ENSG00000243056	5	139927251	139929163	2	1	28162	-1.3001	0.90322	EIF4EBP3
ENSG00000113108	5	139937853	139973337	11	2	27973	-2.2684	0.98835	APBB3
ENSG00000176087	5	139944041	139948688	2	1	28156	-1.809	0.96477	SLC35A4
ENSG00000170458	5	140011313	140013286	2	1	28163	0.79624	0.21295	CD14
ENSG00000131495	5	140018325	140027370	11	2	27866	-2.1242	0.98318	NDUFA2
ENSG00000113119	5	140019012	140024993	6	2	27848	-1.7673	0.96141	TMCO6
ENSG00000113141	5	140026643	140042064	16	2	28014	-2.264	0.98821	IK
ENSG00000120314	5	140044261	140053709	8	2	28177	-2.0192	0.97827	WDR55
ENSG00000256453	5	140050379	140053171	1	1	28182	-1.2201	0.88879	DND1
ENSG00000170445	5	140052758	140071609	16	2	28178	-1.969	0.97552	HARS
ENSG00000112855	5	140071011	140078889	9	2	28181	-1.9875	0.97656	HARS2
ENSG00000146007	5	140078265	140086248	7	1	28184	-1.8755	0.96964	ZMAT2
ENSG00000204970	5	140165876	140391929	152	7	28100	-1.347	0.911	PCDHA1
ENSG00000204969	5	140174444	140391929	152	7	28100	-1.347	0.911	PCDHA2
ENSG00000255408	5	140180783	140391929	152	7	28100	-1.347	0.911	PCDHA3
