GENE	CHR	START	STOP	NSNPS	NPARAM	N	ZSTAT	P	SYMBOL
ENSG00000162949	2	30945637	31043408	110	17	26673	0.16863	0.43305	CAPN13
ENSG00000158089	2	31133333	31378068	281	29	26541	-0.69398	0.75615	GALNT14
ENSG00000214711	2	31395924	31456724	78	4	26725	-1.1677	0.87853	CAPN14
ENSG00000013016	2	31456880	31492313	12	3	26509	-0.50648	0.69374	EHD3
ENSG00000158125	2	31557187	31637581	64	12	26380	0.59253	0.27675	XDH
ENSG00000162959	2	32090129	32236299	102	2	26794	0.17544	0.43037	MEMO1
ENSG00000162961	2	32092878	32264881	121	3	26775	0.11255	0.45519	DPY30
ENSG00000021574	2	32288680	32382706	87	4	26777	-0.80118	0.78849	SPAST
ENSG00000152683	2	32390933	32449448	32	4	26728	-0.41403	0.66058	SLC30A6
ENSG00000091106	2	32449522	32490923	13	2	26662	0.10404	0.45857	NLRC4
ENSG00000119820	2	32502979	32541663	4	1	26739	1.244	0.10676	YIPF4
ENSG00000115760	2	32582096	32843966	28	2	26687	0.47953	0.31578	BIRC6
ENSG00000018699	2	32853099	33046118	70	10	26543	-1.4268	0.92318	TTC27
ENSG00000049323	2	33172039	33624576	270	24	26537	1.3099	0.095113	LTBP1
ENSG00000152689	2	33661391	33789817	65	15	26483	0.049171	0.48039	RASGRP3
ENSG00000119812	2	33808725	33824449	1	1	26705	-0.20189	0.58	FAM98A
ENSG00000150938	2	36583069	36778278	49	6	26531	0.52402	0.30013	CRIM1
ENSG00000217075	2	36758948	36779411	4	2	26215	-0.56699	0.71464	AC007401.2
ENSG00000171055	2	36778570	36873230	56	6	26426	0.7875	0.2155	FEZ2
ENSG00000205221	2	36923833	37041935	64	7	26563	1.3135	0.094513	VIT
ENSG00000115808	2	37070783	37193615	83	3	26556	-0.88325	0.81145	STRN
ENSG00000008869	2	37195526	37311485	14	3	26451	-0.5201	0.6985	HEATR5B
ENSG00000152133	2	37311594	37326387	1	1	26517	-0.65542	0.7439	GPATCH11
ENSG00000055332	2	37326353	37384208	16	2	26228	-1.9994	0.97722	EIF2AK2
ENSG00000138068	2	37394963	37423741	56	2	26742	-0.89702	0.81515	SULT6B1
ENSG00000115816	2	37428755	37458856	1	1	26830	0.20113	0.4203	CEBPZ
ENSG00000003509	2	37458774	37480546	31	4	26608	-0.38698	0.65061	NDUFAF7
ENSG00000115825	2	37477645	37551951	48	5	26614	-1.0957	0.86339	PRKD3
ENSG00000115828	2	37571717	37600465	16	2	26259	-1.2294	0.89055	QPCT
ENSG00000163171	2	37869032	37965611	56	8	26535	0.80465	0.21051	CDC42EP3
ENSG00000115841	2	38150330	38294285	86	5	26354	-1.9137	0.97217	RMDN2
ENSG00000138061	2	38294116	38337044	26	4	26701	-0.46321	0.67839	CYP1B1
ENSG00000119787	2	38522022	38604427	107	4	26751	-0.75966	0.77627	ATL2
ENSG00000143889	2	38789120	38830728	48	6	26726	-1.8711	0.96933	HNRNPLL
ENSG00000143891	2	38893052	38968379	27	5	26533	1.4856	0.068698	GALM
ENSG00000115875	2	38970741	38978636	2	1	26617	1.9425	0.026037	SRSF7
ENSG00000152147	2	38978676	39012142	21	3	26603	1.2591	0.10399	GEMIN6
ENSG00000163214	2	39024871	39103075	61	5	26636	1.8639	0.031168	DHX57
ENSG00000188010	2	39103103	39156213	26	3	26563	0.57436	0.28286	MORN2
ENSG00000214694	2	39117021	39202590	26	5	26433	0.27057	0.39336	ARHGEF33
ENSG00000115904	2	39208537	39351486	109	2	26599	0.72369	0.23463	SOS1
ENSG00000205111	2	39402787	39456729	31	2	26431	1.3868	0.082755	CDKL4
ENSG00000011566	2	39476407	39664453	63	4	26714	1.2164	0.11192	MAP4K3
ENSG00000152154	2	39892122	39945103	14	3	26044	0.18629	0.42611	TMEM178A
ENSG00000138050	2	39963200	40006407	50	3	26574	-2.1855	0.98557	THUMPD2
ENSG00000183023	2	40324410	40838193	393	38	26606	-1.2479	0.89396	SLC8A1
ENSG00000268898	2	40488147	40490117	3	1	26606	-0.14507	0.55767	AC007377.1
ENSG00000205086	2	42162508	42181406	8	3	26530	0.32434	0.37284	C2orf91
ENSG00000162878	2	42275160	42285668	8	1	26729	-0.023433	0.50935	PKDCC
ENSG00000143924	2	42396490	42559688	102	6	26583	0.32262	0.37349	EML4
ENSG00000115944	2	42560686	42652228	52	5	26616	0.43433	0.33202	COX7A2L
ENSG00000171126	2	42669157	42721237	11	3	26352	0.081255	0.46762	KCNG3
ENSG00000057935	2	42721709	42984087	141	8	26423	0.80964	0.20907	MTA3
ENSG00000162881	2	42989642	42991401	1	1	26650	1.5841	0.05659	OXER1
ENSG00000162882	2	42994229	43019733	16	1	26700	1.2831	0.099734	HAAO
ENSG00000115970	2	43393800	43823185	70	4	26692	-1.0611	0.85567	THADA
ENSG00000152527	2	43864412	43995126	216	15	26671	0.53691	0.29567	PLEKHH2
ENSG00000138036	2	44001178	44037149	67	4	26692	0.47733	0.31656	DYNC2LI1
ENSG00000138075	2	44039611	44066004	18	2	26668	-0.27123	0.60689	ABCG5
ENSG00000143921	2	44066103	44105605	11	1	26695	-2.3259	0.98999	ABCG8
ENSG00000138095	2	44113647	44223144	1	1	26830	-1.0044	0.8424	LRPPRC
ENSG00000138032	2	44395108	44471523	41	4	26494	-0.33286	0.63038	PPM1B
ENSG00000138079	2	44502599	44548633	17	1	26653	-0.28196	0.61101	SLC3A1
ENSG00000138078	2	44543420	44589001	43	2	26474	-0.2946	0.61585	PREPL
ENSG00000143919	2	44589089	44999731	315	9	26543	-0.049031	0.51955	CAMKMT
ENSG00000138083	2	45168902	45173216	4	1	26569	0.43931	0.33022	SIX3
ENSG00000170577	2	45232300	45236569	3	1	26035	-1.322	0.90692	SIX2
ENSG00000068784	2	45615819	45839304	129	5	26618	-2.6573	0.99606	SRBD1
ENSG00000171132	2	45878484	46415129	322	66	26525	-0.079864	0.53183	PRKCE
ENSG00000116016	2	46520806	46613836	53	11	26640	-1.7996	0.96404	EPAS1
ENSG00000187600	2	46656329	46711564	81	5	26649	0.046059	0.48163	TMEM247
ENSG00000250565	2	46717889	46769696	48	5	26509	-0.5151	0.69676	ATP6V1E2
ENSG00000119729	2	46768945	46810260	5	2	26521	-0.20251	0.58024	RHOQ
ENSG00000151665	2	46808076	46844258	15	2	26673	0.35834	0.36005	PIGF
ENSG00000119878	2	46843555	46852881	7	2	26624	0.0033896	0.49865	CRIPT
ENSG00000171150	2	46926091	46990268	7	3	26442	0.2869	0.38709	SOCS5
ENSG00000222005	2	47043807	47049796	4	1	26478	-0.99701	0.84062	LINC01118
ENSG00000239332	2	47043836	47086146	35	6	26266	-1.3874	0.91734	LINC01119
ENSG00000180398	2	47129009	47168994	51	2	26778	-0.34565	0.6352	MCFD2
ENSG00000068724	2	47143296	47303276	92	12	26587	-1.067	0.85701	TTC7A
ENSG00000239605	2	47272677	47382517	64	12	26507	-1.1967	0.88429	C2orf61
ENSG00000273269	2	47293080	47403650	55	11	26473	-1.2884	0.90119	RP11-761B3.1
ENSG00000143933	2	47387221	47403740	5	1	26752	-0.54994	0.70882	CALM2
ENSG00000119888	2	47572297	47614740	34	6	26633	-1.2175	0.8883	EPCAM
ENSG00000095002	2	47630108	47789450	104	7	26669	-0.37162	0.64491	MSH2
ENSG00000184261	2	47743720	47798078	28	7	26621	-0.18983	0.57528	KCNK12
ENSG00000116062	2	47922669	48037240	26	3	26705	0.82384	0.20502	MSH6
ENSG00000138081	2	48016455	48132932	18	5	26536	-0.96978	0.83392	FBXO11
ENSG00000170802	2	48541776	48606433	39	2	26644	-1.4902	0.93192	FOXN2
ENSG00000162869	2	48667737	48742525	4	1	25982	0.27396	0.39206	PPP1R21
ENSG00000243244	2	48756522	48826025	42	1	26634	-0.41886	0.66234	STON1
ENSG00000068781	2	48757064	49003654	206	14	26569	-1.0253	0.84739	STON1-GTF2A1L
ENSG00000242441	2	48844937	48960287	128	6	26643	-0.66384	0.7466	GTF2A1L
ENSG00000138039	2	48859428	48982880	135	8	26582	-0.9493	0.82876	LHCGR
ENSG00000170820	2	49189296	49381676	410	20	26611	1.4235	0.077302	FSHR
ENSG00000179915	2	50145643	51259674	1121	68	26566	-1.713	0.95665	NRXN1
ENSG00000115239	2	53759810	54087170	319	18	26545	-0.98876	0.83861	GPR75-ASB3
ENSG00000270898	2	53897430	54087297	244	14	26557	-1.0175	0.84553	ASB3
ENSG00000143942	2	53994929	54002333	13	3	26726	-0.52806	0.70127	CHAC2
ENSG00000068912	2	54014181	54045956	32	5	26601	-1.0978	0.86386	ERLEC1
ENSG00000119737	2	54080050	54087126	10	3	26480	-2.3628	0.99093	GPR75
ENSG00000068878	2	54091204	54197977	83	6	26641	-0.82103	0.79419	PSME4
ENSG00000170634	2	54197975	54532437	238	17	26483	-0.29309	0.61527	ACYP2
ENSG00000178021	2	54480315	54483409	6	2	26719	0.18169	0.42791	TSPYL6
ENSG00000177994	2	54557171	54610879	36	5	26580	-1.0617	0.85582	C2orf73
ENSG00000115306	2	54683422	54896812	234	17	26475	-0.19087	0.57569	SPTBN1
ENSG00000214595	2	54950636	55199157	156	24	26461	0.5739	0.28302	EML6
ENSG00000115310	2	55199325	55339757	80	10	26419	0.19801	0.42152	RTN4
ENSG00000162994	2	55401927	55459699	16	4	26657	0.35834	0.36004	CLHC1
ENSG00000143947	2	55459039	55462989	4	2	26688	1.1652	0.12196	RPS27A
ENSG00000085760	2	55463731	55496483	18	2	26209	0.23779	0.40602	MTIF2
ENSG00000115355	2	55514978	55647057	150	7	26750	-0.17728	0.57036	CCDC88A
ENSG00000163001	2	55746740	55773015	20	4	26557	-1.5156	0.9352	CCDC104
ENSG00000138041	2	55774428	55846015	82	10	26733	-0.97255	0.83461	SMEK2
ENSG00000138035	2	55861400	55921045	87	8	26665	-1.3772	0.91577	PNPT1
ENSG00000115380	2	56093102	56151274	25	6	26750	-0.67451	0.75001	EFEMP1
ENSG00000055813	2	56411258	56613308	91	12	26596	-1.4909	0.93201	CCDC85A
ENSG00000028116	2	58134786	58387055	211	16	26634	-0.59845	0.72523	VRK2
ENSG00000115392	2	58386378	58468507	72	8	26598	-0.75616	0.77522	FANCL
ENSG00000119866	2	60678302	60780702	13	2	26676	0.69227	0.24438	BCL11A
ENSG00000115421	2	60983365	61029220	35	2	26719	0.76693	0.22156	PAPOLG
ENSG00000162924	2	61108656	61158745	15	1	26332	0.27299	0.39243	REL
ENSG00000162927	2	61167357	61245394	9	4	26319	-0.85241	0.80301	PUS10
ENSG00000162928	2	61244360	61279125	11	2	26396	-0.050927	0.52031	PEX13
ENSG00000162929	2	61293006	61391960	63	3	26674	-0.172	0.56828	KIAA1841
ENSG00000237651	2	61372243	61391964	33	2	26730	0.039515	0.48424	C2orf74
ENSG00000173209	2	61404553	61418338	7	2	26618	0.15326	0.4391	AHSA2
ENSG00000115464	2	61414598	61697904	215	9	26603	0.68037	0.24814	USP34
ENSG00000082898	2	61704984	61765761	41	2	26720	0.21651	0.41429	XPO1
ENSG00000170264	2	62051989	62081278	32	4	26770	-0.12838	0.55108	FAM161A
ENSG00000115484	2	62095224	62115939	25	3	26754	0.47015	0.31912	CCT4
ENSG00000173163	2	62115859	62374382	172	6	26721	-0.83924	0.79933	COMMD1
ENSG00000170340	2	62423248	62451866	5	1	26414	-1.2619	0.8965	B3GNT2
ENSG00000186889	2	62727356	62739029	9	2	26710	-1.7558	0.96044	TMEM17
ENSG00000115504	2	62900986	63273622	106	8	26750	0.071323	0.47157	EHBP1
ENSG00000115507	2	63277192	63284971	2	1	26790	-1.0758	0.85899	OTX1
ENSG00000143951	2	63348518	64054977	333	15	26685	-1.5481	0.9392	WDPCP
ENSG00000014641	2	63815743	63834331	5	2	26727	-0.0043597	0.50174	MDH1
ENSG00000169764	2	64068074	64118696	43	4	26737	-2.1633	0.98474	UGP2
ENSG00000143952	2	64119280	64246206	86	6	26718	-1.8711	0.96933	VPS54
ENSG00000197329	2	64319786	64371588	20	2	26580	-0.70404	0.7593	PELI1
ENSG00000119862	2	64681103	64688515	1	1	26636	0.61493	0.2693	LGALSL
ENSG00000119844	2	64751465	64820139	74	8	26702	-1.0235	0.84696	AFTPH
ENSG00000179833	2	64858755	64978139	78	6	26745	1.5957	0.055276	SERTAD2
ENSG00000115902	2	65215611	65250999	17	2	26738	1.0863	0.13867	SLC1A4
ENSG00000011523	2	65283500	65314138	24	3	26734	0.27019	0.39351	CEP68
ENSG00000138069	2	65297835	65357240	72	4	26752	0.58757	0.27841	RAB1A
ENSG00000138071	2	65454887	65498387	24	3	26711	-0.36135	0.64108	ACTR2
ENSG00000198369	2	65537985	65659771	115	7	26718	-2.1516	0.98429	SPRED2
ENSG00000143995	2	66660584	66801001	71	8	26650	-0.65466	0.74366	MEIS1
ENSG00000143971	2	67624451	67637677	8	1	26736	1.753	0.039803	ETAA1
ENSG00000197223	2	68268262	68338080	11	2	26682	1.2074	0.11364	C1D
ENSG00000243667	2	68350068	68384692	29	3	26407	-0.022544	0.50899	WDR92
ENSG00000273398	2	68358370	68488362	74	5	26662	0.11756	0.45321	RP11-474G23.1
ENSG00000115946	2	68384976	68403370	10	2	26641	0.512	0.30433	PNO1
ENSG00000221823	2	68405989	68483369	42	4	26710	0.20941	0.41706	PPP3R1
ENSG00000119865	2	68511303	68547183	15	3	26611	-0.70745	0.76036	CNRIP1
ENSG00000115956	2	68592305	68624585	77	3	26757	-0.49099	0.68828	PLEK
ENSG00000204923	2	68686551	68694390	1	1	26678	-0.66602	0.7473	FBXO48
ENSG00000169621	2	68694693	68858004	59	2	26811	-0.81223	0.79167	APLF
ENSG00000163219	2	68906733	69053965	296	23	26644	1.1164	0.13213	ARHGAP25
ENSG00000163217	2	69092613	69098649	8	2	26384	0.93387	0.17518	BMP10
ENSG00000169605	2	69201705	69208106	21	3	26765	-0.9097	0.81851	GKN1
ENSG00000169604	2	69240310	69476459	265	26	26528	-0.88465	0.81183	ANTXR1
ENSG00000198380	2	69546905	69614382	90	3	26729	-0.43168	0.66701	GFPT1
ENSG00000169599	2	69622882	69664760	60	4	26710	-0.34927	0.63656	NFU1
ENSG00000115977	2	69688532	69901481	324	12	26579	0.69811	0.24255	AAK1
ENSG00000196975	2	69871557	70053596	258	18	26541	0.51048	0.30486	ANXA4
ENSG00000087338	2	70056774	70108528	57	6	26652	-0.54773	0.70806	GMCL1
ENSG00000124380	2	70120692	70132707	4	2	26737	0.36881	0.35614	SNRNP27
ENSG00000059728	2	70124820	70170077	15	2	26462	-0.19358	0.57675	MXD1
ENSG00000115998	2	70377012	70475747	140	10	26613	0.95184	0.17059	C2orf42
ENSG00000116001	2	70436576	70475792	50	3	26720	1.4228	0.077392	TIA1
ENSG00000116005	2	70484518	70508323	36	2	26768	1.4992	0.066908	PCYOX1
ENSG00000143977	2	70508494	70520903	16	2	26737	1.342	0.089805	SNRPG
ENSG00000035141	2	70523107	70529222	8	1	26600	1.3229	0.092932	FAM136A
ENSG00000163235	2	70674412	70781325	95	15	26468	-0.1729	0.56863	TGFA
ENSG00000075340	2	70834750	70995357	216	18	26550	-0.077743	0.53098	ADD2
ENSG00000183733	2	71004442	71017775	21	1	26554	-1.2606	0.89627	FIGLA
ENSG00000152672	2	71035775	71047732	1	1	26402	-0.24869	0.5982	CLEC4F
ENSG00000116031	2	71057347	71062952	11	1	26687	0.70861	0.23928	CD207
ENSG00000116035	2	71127720	71160576	21	4	26659	2.1143	0.017246	VAX2
ENSG00000116039	2	71163012	71192536	33	5	26542	0.86815	0.19265	ATP6V1B1
ENSG00000258881	2	71166448	71222466	42	7	26579	0.62408	0.26629	AC007040.11
ENSG00000144031	2	71205510	71212626	6	1	26758	-1.8524	0.96802	ANKRD53
ENSG00000144043	2	71213068	71222075	1	1	26793	1.2793	0.1004	TEX261
ENSG00000124357	2	71291474	71306935	37	5	26534	-0.083014	0.53308	NAGK
ENSG00000124370	2	71336814	71357369	23	2	26615	-1.2142	0.88766	MCEE
ENSG00000124383	2	71357444	71377231	5	1	26713	-1.519	0.93562	MPHOSPH10
ENSG00000124374	2	71409869	71454213	43	5	26623	-0.21982	0.58699	PAIP2B
ENSG00000075292	2	71503691	71662199	228	8	26755	0.2957	0.38373	ZNF638
ENSG00000135636	2	71680852	71913898	109	20	26494	0.83946	0.2006	DYSF
ENSG00000003137	2	72356367	72375167	4	1	26528	-1.1087	0.86622	CYP26B1
ENSG00000144036	2	72403113	73053170	34	4	26715	-0.075551	0.53011	EXOC6B
ENSG00000135638	2	73143389	73162020	7	2	26753	-2.5938	0.99525	EMX1
ENSG00000144040	2	73169165	73302747	72	4	26601	-0.78449	0.78362	SFXN5
ENSG00000135631	2	73300510	73383849	84	5	26731	-0.84907	0.80208	RAB11FIP5
ENSG00000214513	2	73429386	73439641	13	1	26592	-0.13077	0.55202	NOTO
ENSG00000135632	2	73441350	73454365	6	1	26650	-0.18736	0.57431	SMYD5
ENSG00000135617	2	73455134	73460366	1	1	26702	-0.33875	0.6326	PRADC1
ENSG00000135624	2	73460548	73480149	5	2	26758	0.10047	0.45999	CCT7
ENSG00000163013	2	73481810	73511559	1	1	26830	-0.66884	0.7482	FBXO41
ENSG00000116127	2	73612886	73837920	13	2	26694	0.67595	0.24954	ALMS1
ENSG00000144035	2	73867959	73869520	1	1	26734	0.69254	0.2443	NAT8
ENSG00000144034	2	73956231	73964527	3	1	26686	0.27337	0.39228	TPRKB
ENSG00000144048	2	73989311	74007284	7	1	26711	0.44246	0.32908	DUSP11
ENSG00000187833	2	74011316	74044274	2	1	26747	0.24249	0.4042	C2orf78
ENSG00000124356	2	74056086	74100786	18	3	26717	-0.18094	0.57179	STAMBP
ENSG00000163017	2	74119441	74146992	3	2	26794	-0.32557	0.62762	ACTG2
ENSG00000114956	2	74153953	74186088	9	1	26603	-0.61079	0.72933	DGUOK
ENSG00000187605	2	74229840	74335303	18	1	26544	0.10323	0.45889	TET3
ENSG00000114978	2	74379655	74406025	2	1	26761	-1.5279	0.93673	MOB1A
ENSG00000264324	2	74438731	74590504	50	5	26504	-0.73982	0.77029	RP11-287D1.3
ENSG00000188687	2	74443369	74570541	38	5	26470	-0.7465	0.77232	SLC4A5
ENSG00000204843	2	74588281	74619214	9	1	26585	-0.54775	0.70807	DCTN1
ENSG00000159239	2	74641304	74648718	1	1	26603	-2.1675	0.9849	C2orf81
ENSG00000005448	2	74648805	74652882	1	1	26350	0.088096	0.4649	WDR54
ENSG00000114993	2	74652963	74669549	6	2	26497	-1.0556	0.85442	RTKN
ENSG00000115274	2	74682150	74688011	1	1	26672	-1.0529	0.8538	INO80B
ENSG00000239779	2	74685456	74688018	1	1	26672	-1.0529	0.8538	WBP1
ENSG00000115275	2	74688184	74692537	2	1	26670	-1.2557	0.89539	MOGS
ENSG00000135637	2	74699113	74710535	1	1	26814	-1.1631	0.8776	CCDC142
ENSG00000115282	2	74710200	74722013	4	1	26760	-1.4032	0.91972	TTC31
ENSG00000115317	2	74756504	74760472	1	1	26217	-0.1662	0.566	HTRA2
ENSG00000159374	2	74785010	74875465	16	3	26353	-1.819	0.96555	M1AP
ENSG00000135622	2	74881355	74909186	5	1	26350	-1.1559	0.87613	SEMA4F
ENSG00000159399	2	75061108	75120486	40	10	26571	-1.7782	0.96232	HK2
ENSG00000115350	2	75185619	75197255	6	1	26674	-0.69405	0.75618	POLE4
ENSG00000115353	2	75273590	75426826	143	22	26585	-1.6395	0.94944	TACR1
ENSG00000115363	2	75696428	75796848	65	11	26656	-1.1973	0.88441	EVA1A
ENSG00000115364	2	75873909	75917977	45	7	26678	-0.28239	0.61118	MRPL19
ENSG00000005436	2	75879126	75938115	69	7	26625	-0.468	0.68011	GCFC2
ENSG00000176204	2	76974845	77820445	789	48	26616	-0.92334	0.82208	LRRTM4
ENSG00000143954	2	79252812	79255631	10	3	26685	-0.80263	0.7889	REG3G
ENSG00000172023	2	79312156	79315145	4	1	26785	-0.59855	0.72526	REG1B
ENSG00000115386	2	79347488	79350545	1	1	26825	-0.14615	0.5581	REG1A
ENSG00000066032	2	79412357	80875905	1099	132	26615	-1.1614	0.87725	CTNNA2
ENSG00000162951	2	80515483	80531874	4	2	26320	-2.5354	0.99438	LRRTM1
ENSG00000163541	2	84650647	84687169	40	2	26813	0.62561	0.26578	SUCLG1
ENSG00000115423	2	84743579	85046713	67	3	26754	-1.3952	0.91852	DNAH6
ENSG00000186854	2	85048774	85134132	71	4	26626	-1.3017	0.90348	TRABD2A
ENSG00000269417	2	85122209	85122345	2	1	26762	-1.1601	0.877	AC022210.1
ENSG00000034510	2	85132749	85133795	1	1	26719	-0.87458	0.8091	TMSB10
ENSG00000176407	2	85198216	85286595	39	1	26754	-1.2337	0.89135	KCMF1
ENSG00000152284	2	85360533	85537511	147	18	26699	0.59596	0.2756	TCF7L1
ENSG00000152291	2	85545147	85555548	15	1	26803	-0.59416	0.7238	TGOLN2
ENSG00000042445	2	85569211	85581743	28	1	26714	-0.31399	0.62324	RETSAT
ENSG00000115459	2	85581517	85618875	45	3	26734	-0.46871	0.68036	ELMOD3
ENSG00000042493	2	85621871	85645555	12	2	26545	-0.5474	0.70795	CAPG
ENSG00000168906	2	85766288	85772403	2	1	26822	0.25562	0.39912	MAT2A
ENSG00000115486	2	85771846	85788670	19	3	26824	-0.46389	0.67864	GGCX
ENSG00000118640	2	85788685	85809154	35	3	26802	-0.69001	0.7549	VAMP8
ENSG00000168899	2	85811531	85820535	9	2	26735	0.62973	0.26443	VAMP5
ENSG00000168894	2	85822848	85824736	3	1	26741	1.2653	0.10289	RNF181
ENSG00000168890	2	85825671	85830319	2	1	26737	0.38051	0.35178	TMEM150A
ENSG00000168883	2	85829979	85876403	6	1	26768	0.85688	0.19576	USP39
ENSG00000168878	2	85884437	85895864	2	1	26378	1.1391	0.12732	SFTPB
ENSG00000115523	2	85912298	85925977	18	1	26614	0.84457	0.19918	GNLY
ENSG00000168874	2	85978467	86015189	28	4	26674	-1.7534	0.96023	ATOH8
ENSG00000115525	2	86066267	86116137	49	4	26761	-0.73406	0.76854	ST3GAL5
ENSG00000068654	2	86247339	86333278	151	8	26783	-0.93506	0.82512	POLR1A
ENSG00000132300	2	86333305	86369280	37	2	26809	-1.7266	0.95788	PTCD3
ENSG00000132305	2	86371055	86422893	26	3	26688	-1.3336	0.90883	IMMT
ENSG00000132313	2	86426478	86440917	4	1	26603	-0.93663	0.82553	MRPL35
ENSG00000068615	2	86441116	86565206	139	6	26356	-0.19485	0.57724	REEP1
ENSG00000115548	2	86667770	86719839	16	3	26666	-0.71002	0.76115	KDM3A
ENSG00000115561	2	86730554	86948245	75	6	26718	-0.65462	0.74364	CHMP3
ENSG00000249884	2	86732791	86948245	72	6	26717	-0.63477	0.73721	RNF103-CHMP3
ENSG00000239305	2	86830516	86850989	4	2	26659	0.054489	0.47827	RNF103
ENSG00000153561	2	86947296	87005164	43	3	26796	-1.191	0.88317	RMND5A
ENSG00000153563	2	87011729	87035519	40	3	26583	-1.3679	0.91432	CD8A
ENSG00000172116	2	87042462	87089047	43	3	26503	-1.4534	0.92694	CD8B
ENSG00000172086	2	88326724	88355248	22	3	26807	-0.11048	0.54398	KRCC1
ENSG00000115593	2	88367299	88412906	25	5	26702	-0.14058	0.5559	SMYD1
ENSG00000163586	2	88422510	88427635	1	1	26830	0.91346	0.1805	FABP1
ENSG00000144115	2	88469835	88486146	13	4	26682	-1.3406	0.90997	THNSL2
ENSG00000172073	2	88824169	88829102	4	1	26767	-0.87284	0.80862	TEX37
ENSG00000172071	2	88856259	88927094	7	1	26810	0.094076	0.46252	EIF2AK3
ENSG00000153574	2	88991162	89050452	14	2	26746	-0.63288	0.73659	RPIA
ENSG00000172005	2	95691422	95719737	1	1	26544	-0.15655	0.5622	MAL
ENSG00000144029	2	95752952	95815179	9	2	26747	0.16268	0.43538	MRPS5
ENSG00000144026	2	95813075	95831158	5	2	26787	1.3894	0.082351	ZNF514
ENSG00000163067	2	95831177	95850065	9	2	26808	0.41163	0.34031	ZNF2
ENSG00000155066	2	95940201	95957056	5	1	26755	0.63862	0.26153	PROM2
ENSG00000115041	2	95963052	96051825	58	4	26746	-0.21993	0.58704	KCNIP3
ENSG00000115042	2	96068469	96082364	1	1	26585	-0.95298	0.8297	FAHD2A
ENSG00000174501	2	96514587	96657541	28	3	26711	-1.8022	0.96424	ANKRD36C
ENSG00000186281	2	96687694	96705199	2	1	26740	-1.3015	0.90346	GPAT2
ENSG00000188886	2	96789589	96804175	8	2	26618	-0.82314	0.79479	ASTL
ENSG00000158050	2	96808905	96811179	1	1	26635	-3.0115	0.9987	DUSP2
ENSG00000084090	2	96850597	96874563	14	3	26716	-1.3684	0.91441	STARD7
ENSG00000135956	2	96914254	96931732	5	2	26715	-0.18545	0.57356	TMEM127
ENSG00000144021	2	96931870	96939087	2	1	26798	-0.18045	0.5716	CIAO1
ENSG00000144028	2	96940074	96971297	17	3	26728	-0.12766	0.55079	SNRNP200
ENSG00000198885	2	96991069	96994091	2	1	26754	0.42049	0.33706	ITPRIPL1
ENSG00000121152	2	97001525	97039583	17	2	26612	-0.60902	0.72874	NCAPH
ENSG00000196843	2	97202480	97218375	10	3	26618	-0.20691	0.58196	ARID5A
ENSG00000114982	2	97258907	97308524	25	5	26764	-0.079799	0.5318	KANSL3
ENSG00000114988	2	97371666	97405801	7	2	26803	2.8664	0.0020758	LMAN2L
ENSG00000158158	2	97426639	97477628	30	1	26765	-0.70485	0.75955	CNNM4
ENSG00000168763	2	97481982	97499648	12	2	26501	-0.68724	0.75404	CNNM3
ENSG00000163126	2	97490263	97523671	23	2	26564	-0.64723	0.74126	ANKRD23
ENSG00000213337	2	97502348	97523832	15	2	26565	-0.55203	0.70954	ANKRD39
ENSG00000168754	2	97541620	97684175	160	12	26658	1.6483	0.049649	FAM178B
ENSG00000144199	2	97749320	97760619	5	1	26807	2.0396	0.020695	FAHD2B
ENSG00000135976	2	97779233	97930258	20	3	26682	1.9255	0.027081	ANKRD36
ENSG00000115073	2	98272431	98280570	2	1	26672	-0.22555	0.58922	ACTR1B
ENSG00000115085	2	98330023	98356325	15	2	26604	1.0124	0.15567	ZAP70
ENSG00000075568	2	98372799	98612388	215	9	26800	-0.29264	0.6151	TMEM131
ENSG00000168658	2	98703579	98929762	156	12	26622	-1.6975	0.95519	VWA3B
ENSG00000222000	2	98947852	98972468	14	1	26629	-1.0442	0.85179	AC092675.3
ENSG00000144191	2	98962618	99015064	50	5	26591	-0.73749	0.76959	CNGA3
ENSG00000040933	2	99061317	99210853	103	2	26781	-1.3455	0.91077	INPP4A
ENSG00000183513	2	99215773	99224978	13	1	26728	-1.2248	0.88968	COA5
ENSG00000115446	2	99225042	99234978	11	1	26694	-1.3023	0.90359	UNC50
ENSG00000071073	2	99235569	99347589	69	10	26632	-1.0888	0.86189	MGAT4A
ENSG00000196872	2	99410309	99552722	134	10	26656	0.65332	0.25678	KIAA1211L
ENSG00000135951	2	99613724	99771427	242	9	26784	-0.19481	0.57723	TSGA10
ENSG00000273045	2	99757948	99767950	16	2	26785	-0.15618	0.56205	C2ORF15
ENSG00000241962	2	99757948	99939204	199	12	26724	-0.59978	0.72567	C2orf15
ENSG00000144182	2	99771418	99779620	13	2	26806	0.0010003	0.4996	LIPT1
ENSG00000273155	2	99771461	99811761	58	4	26798	-0.015827	0.50631	MRPL30
ENSG00000158411	2	99777890	99797521	27	3	26804	-0.041312	0.51648	MITD1
ENSG00000185414	2	99797542	99814089	23	3	26788	0.02501	0.49002	MRPL30
ENSG00000185674	2	99858709	99871745	9	3	26385	-1.1237	0.86943	LYG2
ENSG00000144214	2	99900701	99921205	17	2	26673	-0.4611	0.67764	LYG1
ENSG00000115514	2	99935445	99957165	30	2	26775	-0.61768	0.73161	TXNDC9
