GenomicLocus	IndSigSNP	chr	bp	snp	DateAddedToCatalog	PMID	FirstAuth	Date	Journal	Link	Study	Trait	InitialN	ReplicationN	Region	ReportedGene	MappedGene	UpGene	DownGene	SNP_Gene_ID	UpGeneDist	DownGeneDist	Strongest	SNPs	marged	SNP_ID_cur	Context	intergenic	RiskAF	P	Pmlog	Ptext	OrBeta	95CI	Platform	CNV
2	rs4624371	2	225391296	rs11685299	2018-12-17	29483656	Pardinas AF	2018-02-26	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/29483656	Common schizophrenia alleles are enriched in mutation-intolerant genes and in regions under strong background selection.	Schizophrenia	40,675 European ancestry cases, 64,643 European ancestry controls	1,651 European ancestry cases, 4,111 cases, 142,717 European ancestry controls, 11,507 controls	2q36.2	CUL3	CUL3			ENSG00000036257	NA	NA	rs11685299-?	rs11685299	0	11685299	intron_variant	0	NR	4E-9	8.39794000867204		1.062	[1.04-1.08]	Illumina [8000000] (imputed)	N
2	rs4624371	2	225391296	rs11685299	2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs autism spectrum disorder (ordinary least squares (OLS))	40,675 schizophrenia cases, 18,381 autism spectrum disorder cases	NA	2q36.2		CUL3			ENSG00000036257	NA	NA	rs11685299-?	rs11685299	0	11685299	intron_variant	0	NR	6E-10	9.22184874961636		0.0186	NR unit decrease	NR [4484088] (imputed)	N
2	rs4624371	2	225391296	rs11685299	2021-04-27	33686288	Peyrot WJ	2021-03-08	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33686288	Identifying loci with different allele frequencies among cases of eight psychiatric disorders using CC-GWAS.	Schizophrenia vs anorexia nervosa (ordinary least squares (OLS))	40,675 schizophrenia cases, 16,992 anorexia nervosa cases	NA	2q36.2		CUL3			ENSG00000036257	NA	NA	rs11685299-?	rs11685299	0	11685299	intron_variant	0	NR	9E-12	11.0457574905607		0.0225	NR unit decrease	NR [4425810] (imputed)	N
2	rs4624371	2	225405122	rs11687736	2018-10-19	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Educational attainment (years of education)	up to 1,131,881 European ancestry individuals	NA	2q36.2		CUL3			ENSG00000036257	NA	NA	rs11687736-A	rs11687736	0	11687736	intron_variant	0	0.6764	5E-12	11.301029995664		0.0105	[0.0076-0.0134] unit decrease	Affymetrix, Illumina [10000000] (imputed)	N
2	rs4624371	2	225405122	rs11687736	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Educational attainment (MTAG)	1,311,438 European ancestry individuals	NA	2q36.2	Intergenic	CUL3			ENSG00000036257	NA	NA	rs11687736-A	rs11687736	0	11687736	intron_variant	0	0.6764	2E-14	13.698970004336	(MTAG)	0.0109	[0.0082-0.0136] unit decrease	Affymetrix, Illumina [7100000] (imputed)	N
2	rs4624371	2	225432470	rs72974238	2022-09-27	35396580	Trubetskoy V	2022-04-08	Nature	www.ncbi.nlm.nih.gov/pubmed/35396580	Mapping genomic loci implicates genes and synaptic biology in schizophrenia.	Schizophrenia	53,386 European ancestry cases, 77,258 European ancestry controls, 14,004 East Asian ancestry cases, 16,757 East Asian ancestry controls, 6,152 African American cases, 3,918 African American controls, 1,234 Latino cases, 3,090 Latino controls	1,979 European ancestry cases, 142,626 European ancestry controls	2q36.2		CUL3			ENSG00000036257	NA	NA	rs72974238-C	rs72974238	0	72974238	intron_variant	0	0.691	2E-10	9.69897000433602		1.05138	[1.04-1.07]	Affymetrix [7585078] (imputed)	N
2	rs4624371	2	225450368	rs3768884	2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Hemoglobin A1c levels	344,182 European ancestry individuals, 71,221 East Asian ancestry individuals	NA	2q36.2		CUL3 - CCDC195	ENSG00000036257	ENSG00000283428		254	118113	rs3768884-C	rs3768884	0	3768884	regulatory_region_variant	1	NR	2E-8	7.69897000433602		0.0148	[0.0097-0.0199] unit increase	Affymetrix, Illumina [20525742] (imputed)	N
2	rs4624371	2	225467955	rs144878971	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Cognitive performance (MTAG)	402,382 European ancestry individuals	NA	2q36.2	Intergenic	CUL3 - NA	ENSG00000036257			17841	NA	rs144878971-T	rs144878971	1	10933070	intergenic_variant	1	0.1424	1E-8	8	(MTAG)	0.0188	[0.012-0.025] unit decrease	Affymetrix, Illumina [7100000] (imputed)	N
2	rs4624371	2	225468329	rs35463868	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Highest math class taken	430,445 European ancestry individuals	NA	2q36.2	Intergenic	CUL3 - NA	ENSG00000036257			18215	NA	rs35463868-C	rs35463868	0	35463868	intergenic_variant	1	0.9088	9E-13	12.0457574905607		0.0281	[0.02-0.036] unit increase	Affymetrix, Illumina [10000000] (imputed)	N
2	rs4624371	2	225468329	rs35463868	2018-11-12	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Highest math class taken (MTAG)	811,539 European ancestry individuals	NA	2q36.2	Intergenic	CUL3 - NA	ENSG00000036257			18215	NA	rs35463868-A	rs35463868	0	35463868	intergenic_variant	1	0.0912	7E-19	18.1549019599857	(MTAG)	0.0254	[0.02-0.031] unit decrease	Affymetrix, Illumina [7100000] (imputed)	N
2	rs4624371	2	225472985	rs7594223	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Alcohol consumption (drinks per week) (MTAG)	up to 1,039,210 European ancestry individuals	NA	2q36.2	NR	CUL3 - CCDC195	ENSG00000036257	ENSG00000283428		22871	95496	rs7594223-C	rs7594223	0	7594223	intergenic_variant	1	0.382	2E-14	13.698970004336		0.010429	[0.0078-0.0131] unit decrease	NR [~ 9732723] (imputed)	N
2	rs4624371	2	225472985	rs7594223	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking cessation (MTAG)	up to 820,192 European ancestry individuals	NA	2q36.2	NR	CUL3 - CCDC195	ENSG00000036257	ENSG00000283428		22871	95496	rs7594223-C	rs7594223	0	7594223	intergenic_variant	1	0.38	7E-10	9.15490195998574		0.00974425	[0.0066-0.0128] unit decrease	NR [9732723] (imputed)	N
2	rs4624371	2	225473263	rs7580488	2022-11-17	36324656	Baselmans B	2021-10-06	Biol Psychiatry Glob Open Sci	www.ncbi.nlm.nih.gov/pubmed/36324656	The Genetic and Neural Substrates of Externalizing Behavior.	Risk-taking behavior (multivariate analysis)	1,506,537 European ancestry individuals	NA	2q36.2		CUL3 - CCDC195	ENSG00000036257	ENSG00000283428		23149	95218	rs7580488-?	rs7580488	0	7580488	intergenic_variant	1	NR	3E-9	8.52287874528034		NA		NR [NR]	N
2	rs4624371	2	225473263	rs7580488	2019-02-08	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Smoking status	approximately 458,000 European ancestry individuals	NA	2q36.2		CUL3 - CCDC195	ENSG00000036257	ENSG00000283428		23149	95218	rs7580488-?	rs7580488	0	7580488	intergenic_variant	1	NR	8E-8	7.09691001300806		NA		NR [~ 8900000] (imputed)	N
2	rs4624371	2	225473263	rs7580488	2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	2q36.2		CUL3 - CCDC195	ENSG00000036257	ENSG00000283428		23149	95218	rs7580488-C	rs7580488	0	7580488	intergenic_variant	1	0.621	9E-13	12.0457574905607		0.009	[0.007-0.011] unit increase	NR [NR] (imputed)	N
2	rs4624371	2	225475560	rs56337305	2020-09-14	32451486	Zhou H	2020-05-25	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/32451486	Genome-wide meta-analysis of problematic alcohol use in 435,563 individuals yields insights into biology and relationships with other traits.	Alcohol consumption (drinks per week) (MTAG)	972,915 European ancestry individuals	NA	2q36.2	NR	CUL3 - CCDC195	ENSG00000036257	ENSG00000283428		25446	92921	rs56337305-C	rs56337305	0	56337305	intergenic_variant	1	0.375	5E-8	7.30102999566398		0.010282829	[0.0066-0.014] unit decrease	Affymetrix [NR] (imputed)	N
2	rs4624371	2	225475560	rs56337305	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Alcohol consumption (drinks per week)	up to 941,280 European ancestry individuals	NA	2q36.2	NR	CUL3 - CCDC195	ENSG00000036257	ENSG00000283428		25446	92921	rs56337305-C	rs56337305	0	56337305	intergenic_variant	1	0.383	2E-10	9.69897000433602		0.009588381	[0.0066-0.0125] unit decrease	NR [~ 10000000] (imputed)	N
2	rs4624371	2	225477542	rs6747129	2022-07-01	35361970	Okbay A	2022-03-31	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/35361970	Polygenic prediction of educational attainment within and between families from genome-wide association analyses in 3 million individuals.	Educational attainment	3,037,499 European ancestry individuals	NA	2q36.2		CUL3 - CCDC195	ENSG00000036257	ENSG00000283428		27428	90939	rs6747129-A	rs6747129	0	6747129	regulatory_region_variant	1	0.1026	1E-19	19		0.0156817	[0.012-0.019] unit decrease	Illumina [10675380] (imputed)	N
2	rs4624371	2	225577791	rs35413825	2020-04-17	31826910	Lu Y	2019-12-11	Cancer Epidemiol Biomarkers Prev	www.ncbi.nlm.nih.gov/pubmed/31826910	Identification of novel loci and new risk variant in known loci for colorectal cancer risk in East Asians.	Colorectal cancer	23,572 East Asian ancestry cases, 48,700 East Asian ancestry controls	58,131 European ancestry cases, 67,347 European ancestry controls	2q36.2		CCDC195			ENSG00000283428	NA	NA	rs35413825-A	rs35413825	0	35413825	intron_variant	0	0.3036	8E-7	6.09691001300806	(East Asian)	1.08	[1.05-1.12]	Affymetrix, Illumina [up to 47000000] (imputed)	N
3	rs66799507	2	235641180	rs2380261	2022-09-01	31882771	Al-Khelaifi F	2019-12-27	Sci Rep	www.ncbi.nlm.nih.gov/pubmed/31882771	Metabolic GWAS of elite athletes reveals novel genetically-influenced metabolites associated with athletic performance.	5-acetylamino-6-amino-3-methyluracil levels in elite athletes	490 individuals	NA	2q37.2		LINC01173 - SH3BP4	ENSG00000280744	ENSG00000130147		14772	219481	rs2380261-?	rs2380261	0	2380261	intergenic_variant	1	NR	1E-5	5		0.29355085	[0.17-0.42] unit decrease	Illumina [275016]	N
3	rs66799507	2	235654110	rs11677128	2018-12-07	29947131	Smit DJA	2018-06-26	Hum Brain Mapp	www.ncbi.nlm.nih.gov/pubmed/29947131	Genome-wide association analysis links multiple psychiatric liability genes to oscillatory brain activity.	Electroencephalogram traits	up to 8,425 European and unknown ancestry individuals	NA	2q37.2	NR	LINC01173 - NA	ENSG00000280744			27702	NA	rs11677128-?	rs11677128	0	11677128	non_coding_transcript_exon_variant	1	NR	4E-7	6.39794000867204	(deltaCz)	5.053	z score increase	Affymetrix, Illumina, Perlegen [at least 4959085] (imputed)	N
4	rs1872982	3	157318257	rs4395360	2016-01-27	25673413	Locke AE	2015-02-12	Nature	www.ncbi.nlm.nih.gov/pubmed/25673413	Genetic studies of body mass index yield new insights for obesity biology.	Body mass index	up to 104,666 European ancestry male individuals, up to 132,115 European ancestry female individuals, 370 African American male individuals, 517 African American female individuals, 512 Hispanic male individuals, 764 Hispanic female individuals	up to 48,274 European ancestry male individuals, up to 39,864 European ancestry female individuals, 2,441 African American or Afro-Caribbean male individuals, 6,314 African American or Afro-Caribbean female individuals, 919 Filipino male individuals, 828 Filipino female individuals, 205 Seychellois male individuals, 287 Seychellois female individuals, 2,964 South Asian ancestry male individuals, 658 South Asian ancestry female individuals	3q25.32	C3orf55	SLC66A1L			ENSG00000174899	NA	NA	rs4395360-C	rs4395360	0	4395360	non_coding_transcript_exon_variant	0	0.383	4E-6	5.39794000867204	(EA)	0.017	[0.0099-0.0247] kg/m2 increase	Affymetrix, Illumina [2550021]	N
4	rs1872982	3	157318257	rs4395360	2016-01-27	25673413	Locke AE	2015-02-12	Nature	www.ncbi.nlm.nih.gov/pubmed/25673413	Genetic studies of body mass index yield new insights for obesity biology.	Body mass index	up to 104,666 European ancestry male individuals, up to 132,115 European ancestry female individuals, 370 African American male individuals, 517 African American female individuals, 512 Hispanic male individuals, 764 Hispanic female individuals	up to 48,274 European ancestry male individuals, up to 39,864 European ancestry female individuals, 2,441 African American or Afro-Caribbean male individuals, 6,314 African American or Afro-Caribbean female individuals, 919 Filipino male individuals, 828 Filipino female individuals, 205 Seychellois male individuals, 287 Seychellois female individuals, 2,964 South Asian ancestry male individuals, 658 South Asian ancestry female individuals	3q25.32	C3orf55	SLC66A1L			ENSG00000174899	NA	NA	rs4395360-C	rs4395360	0	4395360	non_coding_transcript_exon_variant	0	0.387	4E-6	5.39794000867204		0.016	[0.0093-0.0235] kg/m2 increase	Affymetrix, Illumina [2550021]	N
4	rs1872982	3	157482916	rs792736	2021-12-14	33288918	White JD	2020-12-07	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/33288918	Insights into the genetic architecture of the human face.	Facial morphology (segment 3)	4,680 European ancestry individuals	3,566 European ancestry individuals	3q25.32		SLC66A1L - RN7SKP46	ENSG00000174899	ENSG00000251751		87378	165365	rs792736-C	rs792736	0	792736	intergenic_variant	1	0.375267208	1E-16	16		NA		Illumina [7417619] (imputed)	N
4	rs1872982	3	157493146	rs703174	2022-04-26	34982113	Liao C	2022-01-04	JAMA Neurol	www.ncbi.nlm.nih.gov/pubmed/34982113	Association of Essential Tremor With Novel Risk Loci: A Genome-Wide Association Study and Meta-analysis.	Essential tremor	7,177 European ancestry cases, 475,877 European ancestry controls	NA	3q25.32		SLC66A1L - RN7SKP46	ENSG00000174899	ENSG00000251751		97608	155135	rs703174-C	rs703174	0	703174	intergenic_variant	1	0.8314	4E-7	6.39794000867204		1.116278	[1.07394207045887-1.15861407045887] increase	Affymetrix, Illumina [6892661] (imputed)	N
5	rs17314832	4	140858717	rs769668	2022-08-30	32193382	Cole JB	2020-03-19	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/32193382	Comprehensive genomic analysis of dietary habits in UK Biobank identifies hundreds of genetic associations.	Milk type: Skimmed, semi-skimmed or full cream (UKB data field 1418)	427,252 European ancestry individuals	NA	4q31.1		MAML3			ENSG00000196782	NA	NA	rs769668-T	rs769668	0	769668	intron_variant	0	0.654992	5E-9	8.30102999566398		0.013371	[0.0089-0.0178] unit decrease	NR [NR] (imputed)	N
5	rs17314832	4	140863365	rs57800857	2019-11-05	30239722	Pulit SL	2018-09-14	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/30239722	Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.	Body mass index	434,794 European ancestry female individuals	NA	4q31.1	NA	MAML3			ENSG00000196782	NA	NA	rs57800857-A	rs57800857	0	57800857	intron_variant	0	0.6344	3E-15	14.5228787452803		0.0157	[0.012-0.02] unit increase	NR [~ 27400000] (imputed)	N
5	rs17314832	4	140863365	rs57800857	2019-02-06	30595370	Kichaev G	2018-12-27	Am J Hum Genet	www.ncbi.nlm.nih.gov/pubmed/30595370	Leveraging Polygenic Functional Enrichment to Improve GWAS Power.	Body mass index	approximately 458,000 European ancestry individuals	NA	4q31.1		MAML3			ENSG00000196782	NA	NA	rs57800857-?	rs57800857	0	57800857	intron_variant	0	NR	1E-12	12		NA		NR [~ 8900000] (imputed)	N
5	rs17314832	4	140863365	rs57800857	2019-11-05	30239722	Pulit SL	2018-09-14	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/30239722	Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.	Body mass index	806,834 European ancestry individuals	NA	4q31.1	NA	MAML3			ENSG00000196782	NA	NA	rs57800857-A	rs57800857	0	57800857	intron_variant	0	0.6344	3E-15	14.5228787452803		0.0157	[0.012-0.02] unit increase	NR [~ 27400000] (imputed)	N
5	rs17314832	4	140863365	rs57800857	2020-04-17	31669095	Zhu Z	2019-10-24	J Allergy Clin Immunol	www.ncbi.nlm.nih.gov/pubmed/31669095	Shared Genetic and Experimental Links between Obesity-Related Traits and Asthma Subtypes in UK Biobank.	Body mass index	457,822 European ancestry individuals	NA	4q31.1	NR	MAML3			ENSG00000196782	NA	NA	rs57800857-?	rs57800857	0	57800857	intron_variant	0	NR	3E-13	12.5228787452803		NA		Affymetrix [~ 8270000] (imputed)	N
5	rs17314832	4	140863365	rs57800857	2021-02-18	33128006	Timmins IR	2020-10-30	Commun Biol	www.ncbi.nlm.nih.gov/pubmed/33128006	Genome-wide association study of self-reported walking pace suggests beneficial effects of brisk walking on health and survival.	Walking pace	450,967 European ancestry individuals	NA	4q31.1	MAML3	MAML3			ENSG00000196782	NA	NA	rs57800857-A	rs57800857	0	57800857	intron_variant	0	NR	6E-11	10.2218487496164		0.0085207	[0.006-0.0111] unit decrease	Affymetrix [10061374] (imputed)	N
5	rs17314832	4	140863365	rs57800857	2021-10-18	33980691	Martin S	2021-05-12	Diabetes	www.ncbi.nlm.nih.gov/pubmed/33980691	Genetic evidence for different adiposity phenotypes and their opposing influence on ectopic fat and risk of cardiometabolic disease.	Body fat percentage	442,278 European ancestry individuals	NA	4q31.1		MAML3			ENSG00000196782	NA	NA	rs57800857-A	rs57800857	0	57800857	intron_variant	0	0.63	9E-18	17.0457574905607		0.013	% increase	NR [NR] (imputed)	N
5	rs17314832	4	140863365	rs57800857	2021-10-18	33980691	Martin S	2021-05-12	Diabetes	www.ncbi.nlm.nih.gov/pubmed/33980691	Genetic evidence for different adiposity phenotypes and their opposing influence on ectopic fat and risk of cardiometabolic disease.	Metabolic biomarkers (multivariate analysis)	389,354 European ancestry individuals	NA	4q31.1		MAML3			ENSG00000196782	NA	NA	rs57800857-A	rs57800857	0	57800857	intron_variant	0	0.63	7E-12	11.1549019599857		NA		NR [NR] (imputed)	N
5	rs17314832	4	140863365	rs57800857	2021-10-18	33980691	Martin S	2021-05-12	Diabetes	www.ncbi.nlm.nih.gov/pubmed/33980691	Genetic evidence for different adiposity phenotypes and their opposing influence on ectopic fat and risk of cardiometabolic disease.	High density lipoprotein cholesterol levels	392,965 European ancestry individuals	NA	4q31.1		MAML3			ENSG00000196782	NA	NA	rs57800857-A	rs57800857	0	57800857	intron_variant	0	0.63	1E-6	6		0.009	mmol/L decrease	NR [NR] (imputed)	N
5	rs17314832	4	140868894	rs769662	2020-03-23	31900758	Han X	2020-01-03	Eur J Epidemiol	www.ncbi.nlm.nih.gov/pubmed/31900758	Using Mendelian randomization to evaluate the causal relationship between serum C-reactive protein levels and age-related macular degeneration.	C-reactive protein levels	418,642 British ancestry individuals	NA	4q31.1	NR	MAML3			ENSG00000196782	NA	NA	rs769662-G	rs769662	0	769662	intron_variant	0	0.624579	1E-8	8		0.0121278	[0.008-0.0163] unit increase	NR [NR]	N
5	rs17314832	4	140868894	rs769662	2018-10-19	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Educational attainment (years of education)	up to 1,131,881 European ancestry individuals	NA	4q31.1		MAML3			ENSG00000196782	NA	NA	rs769662-A	rs769662	0	769662	intron_variant	0	0.3736	9E-11	10.0457574905607	(conditional-joint)	0.0095	[0.0066-0.0124] unit increase	Affymetrix, Illumina [10000000] (imputed)	N
5	rs17314832	4	140874760	rs809955	2019-10-15	31527586	An J	2019-09-16	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/31527586	Gastroesophageal reflux GWAS identifies risk loci that also associate with subsequent severe esophageal diseases.	Gastroesophageal reflux disease	80,265 European and unknown ancestry cases, 305,011 European and unknown ancestry controls	NA	4q31.1	MAML3, BC040304	MAML3			ENSG00000196782	NA	NA	rs809955-G	rs809955	0	809955	intron_variant	0	NR	2E-10	9.69897000433602		1.0375893	[1.0259-1.0491]	Affymetrix, Illumina [up to 7600000] (imputed)	N
5	rs17314832	4	140874760	rs809955	2019-11-04	30239722	Pulit SL	2018-09-14	Hum Mol Genet	www.ncbi.nlm.nih.gov/pubmed/30239722	Meta-analysis of genome-wide association studies for body fat distribution in 694,649 individuals of European ancestry.	Waist-hip ratio	697,734 European ancestry individuals	NA	4q31.1	NA	MAML3			ENSG00000196782	NA	NA	rs809955-A	rs809955	0	809955	intron_variant	0	0.3669	2E-14	13.698970004336		0.0155	[0.012-0.019] unit decrease	NR [~ 27400000] (imputed)	N
5	rs17314832	4	140874760	rs809955	2019-09-23	31501611	Karlsson T	2019-09-09	Nat Med	www.ncbi.nlm.nih.gov/pubmed/31501611	Contribution of genetics to visceral adiposity and its relation to cardiovascular and metabolic disease.	Predicted visceral adipose tissue	325,153 British ancestry individuals	NA	4q31.1	NR	MAML3			ENSG00000196782	NA	NA	rs809955-A	rs809955	0	809955	intron_variant	0	0.3655	7E-10	9.15490195998574		0.015842557	[0.011-0.021] unit decrease	Affymetrix [10549349] (imputed)	N
5	rs17314832	4	140874760	rs809955	2021-01-26	32376654	Richardson TG	2020-05-06	BMJ	www.ncbi.nlm.nih.gov/pubmed/32376654	Use of genetic variation to separate the effects of early and later life adiposity on disease risk: mendelian randomisation study.	Adult body size	453,169 European ancestry individuals		4q31.1	MAML3	MAML3			ENSG00000196782	NA	NA	rs809955-G	rs809955	0	809955	intron_variant	0	0.633959	1E-12	12		0.0101003	[0.0073-0.0129] unit increase	Affymetrix [12370749]	N
5	rs17314832	4	140874760	rs809955	2021-07-27	34211149	Mills MC	2021-07-01	Nat Hum Behav	www.ncbi.nlm.nih.gov/pubmed/34211149	Identification of 371 genetic variants for age at first sex and birth linked to externalising behaviour.	Age at first sexual intercourse	397,338 European ancestry individuals	NA	4q31.1	MAML3	MAML3			ENSG00000196782	NA	NA	rs809955-G	rs809955	0	809955	intron_variant	0	0.633963	1E-13	13		0.0156996	[0.011-0.02] unit decrease	NR [16516521] (imputed)	N
5	rs17314832	4	140886963	rs13109980	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking initiation (ever regular vs never regular) (MTAG)	up to 1,359,002 European ancestry individuals	NA	4q31.1	NR	MAML3			ENSG00000196782	NA	NA	rs13109980-A	rs13109980	0	13109980	intron_variant	0	0.326	6E-24	23.2218487496164		0.0116389	[0.0094-0.0139] unit decrease	NR [9732723] (imputed)	N
5	rs17314832	4	140886963	rs13109980	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Smoking initiation (ever regular vs never regular)	up to 1,232,091 European ancestry individuals	NA	4q31.1	NR	MAML3			ENSG00000196782	NA	NA	rs13109980-A	rs13109980	0	13109980	intron_variant	0	0.326	3E-16	15.5228787452803		0.022181554	[0.017-0.028] unit decrease	NR [~ 10000000] (imputed)	N
5	rs17314832	4	140886963	rs13109980	2019-03-28	30643251	Liu M	2019-01-14	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30643251	Association studies of up to 1.2 million individuals yield new insights into the genetic etiology of tobacco and alcohol use.	Age of smoking initiation (MTAG)	up to 931,815 European ancestry  individuals	NA	4q31.1	NR	MAML3			ENSG00000196782	NA	NA	rs13109980-A	rs13109980	0	13109980	intron_variant	0	0.326	3E-19	18.5228787452803		0.0139735	[0.011-0.017] unit increase	NR [9732723] (imputed)	N
5	rs17314832	4	140886963	rs13109980	2021-11-02	34446935	Karlsson Linner R	2021-08-26	Nat Neurosci	www.ncbi.nlm.nih.gov/pubmed/34446935	Multivariate analysis of 1.5 million people identifies genetic associations with traits related to self-regulation and addiction.	Externalizing behaviour (multivariate analysis)	up to 53,293 European ancestry Attention-deficit/hyperactivity disorder individuals, up to 164,684 European ancestry problematic alcohol use individuals, up to 186,875 European ancestry lifetime cannabis use individuals, up to 357,187 European ancestry individuals measuring  reverse-coded age at first sexual intercourse, up to 336,121 European ancestry individuals measuring number of sexual partners, up to 426,379 European ancestry individuals measuring general risk tolerance, up to 1,251,809  European ancestry individuals measuring lifetime smoking initiation	NA	4q31.1		MAML3			ENSG00000196782	NA	NA	rs13109980-G	rs13109980	0	13109980	intron_variant	0	0.675	8E-17	16.0969100130081		0.01	[0.008-0.012] unit increase	NR [NR] (imputed)	N
5	rs17314832	4	140893287	rs56218782	2021-12-14	34594039	Sakaue S	2021-09-30	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/34594039	A cross-population atlas of genetic associations for 220 human phenotypes.	Type 2 diabetes	38,841 European ancestry cases, 451,248 European ancestry controls, 45,383 East Asian ancestry cases, 132,032 East Asian ancestry controls	NA	4q31.1		MAML3			ENSG00000196782	NA	NA	rs56218782-C	rs56218782	0	56218782	intron_variant	0	NR	1E-8	8		0.039	[0.026-0.052] unit decrease	Affymetrix, Illumina [25845091] (imputed)	N
5	rs17314832	4	140900251	rs72712556	2022-05-06	35459240	Said S	2022-04-22	Nat Commun	www.ncbi.nlm.nih.gov/pubmed/35459240	Genetic analysis of over half a million people characterises C-reactive protein loci.	C-reactive protein levels	575,531 European ancestry individuals	NA	4q31.1		MAML3			ENSG00000196782	NA	NA	rs72712556-A	rs72712556	0	72712556	intron_variant	0	NR	2E-8	7.69897000433602		0.012	[0.0079-0.0161] unit decrease	NR [11106737] (imputed)	N
5	rs17314832	4	140903155	rs35319653	2018-10-19	30038396	Lee JJ	2018-07-23	Nat Genet	www.ncbi.nlm.nih.gov/pubmed/30038396	Gene discovery and polygenic prediction from a genome-wide association study of educational attainment in 1.1 million individuals.	Educational attainment (years of education)	up to 1,131,881 European ancestry individuals	NA	4q31.1		MAML3			ENSG00000196782	NA	NA	rs35319653-T	rs35319653	0	35319653	intron_variant	0	0.3433	8E-16	15.0969100130081		0.0119	[0.009-0.0148] unit increase	Affymetrix, Illumina [10000000] (imputed)	N
